GRIDCODE	CVEENTMUN	Fter
174340	29050	0.04768529
174340	29050	0.065410717
174340	29048	0.058413068
174340	29048	0.004235152
174341	29050	0.226336344
174342	29050	0.243059203
174343	29050	0.064935722
174343	29050	0.182618965
174343	29010	0.108112432
174344	29010	0.143803959
174353	21104	0.073690177
174353	21128	0.753310957
175330	15032	0.784947898
175333	15111	0.112026132
175333	15032	0.035753264
175334	15111	0.08691918
175338	15114	0.066205854
175339	15005	0.00838478
175340	15005	0.010878678
175341	15005	0.060324011
175348	15106	0.020299712
175349	15106	0.020362338
175356	15051	0.19002344
175357	15037	0.299051313
175357	15037	0.03233081
175371	9011	0.001245527
175371	9011	0.201806179
175371	15122	0.316872158
175380	15025	0.006488809
175380	15025	0.018778984
175380	15039	0.190226594
175380	15025	0.308186388
175381	15039	0.297954495
175381	15025	0.084454203
175389	21132	0.267820178
175390	21132	0.451599147
175398	29048	0.103212452
175398	29048	0.216527367
175398	29060	0.02387842
175398	29048	0.226557722
175398	29033	0.934971616
175398	29010	0.222052872
175398	29048	0.017427187
175398	29010	0.039086321
175399	29048	0.170395471
175399	29048	0.021844683
175399	29010	0.039452894
175399	29010	0.046679286
175400	29010	0.11574683
175400	29010	0.012042799
175400	29010	0.071257574
175403	29050	0.169953759
175403	29010	0.014691336
175412	21128	0.20448981
175413	21128	0.042199233
176389	15111	0.068027832
176389	15032	0.179298838
176389	15111	0.068487414
176389	15111	0.063713653
176392	15111	0.067470336
176393	15111	0.046692947
176396	15114	0.024977688
176397	15114	0.042071675
176399	15005	0.062294786
176400	15005	0.025106835
176401	15005	0.040639014
176402	15005	0.031448183
176402	15005	0.00083017
176403	15005	0.00876908
176404	15106	0.057742491
176405	15106	0.002749118
176407	15106	0.065660519
176407	15106	0.014010502
176408	15106	0.009577959
176408	15106	0.032717705
176408	15106	0.042816014
176409	15106	0.008432637
176411	15051	0.21851511
176412	15051	0.171085492
176412	15051	0.06275612
176413	15051	0.047044161
176415	15051	0.116899465
176415	15037	0.077588341
176415	15037	0.155647055
176439	15039	0.490154174
176439	15025	0.052216625
176447	21134	0.03047157
176447	21143	0.122127399
176447	21134	0.113558371
176448	21143	0.22809399
176448	21132	0.215558066
176448	21143	0.092378904
176448	21143	0.401362292
176450	29015	0.138745781
176451	29015	0.01493277
176457	29010	0.052577875
176457	29010	0.027075882
176457	29033	0.065028384
176457	29010	0.015477091
176457	29002	1
176458	29010	0.025582764
176459	29018	0.217418666
176459	29010	0.041134936
176459	29018	0.113557733
176460	29018	0.130422689
176460	29010	0.025225148
176460	29018	0.36735877
176460	29026	0.303402259
176460	29018	0.171242143
176460	29026	0.485889648
176461	29052	0.236794138
176461	29026	0.210708093
176461	29009	1
176472	29008	0.253997825
177448	15111	0.02437227
177448	15111	0.026709821
177449	15111	0.089092025
177449	15111	0.046630855
177449	15111	0.000181757
177450	15111	0.038192815
177450	15111	0.024307168
177450	15111	0.012411366
177451	15111	0.022056862
177452	15114	0.003148912
177452	15111	0.097479723
177456	15114	0.065742228
177458	15005	0.057419673
177461	15005	0.007047366
177461	15005	0.015670622
177462	15106	0.004068441
177462	15005	0.025672013
177462	15005	0.047318562
177463	15106	0.021516063
177465	15106	0.016225772
177466	15106	0.035128592
177466	15106	0.018566826
177466	15106	0.025692407
177466	15067	0.032256292
177466	15067	0.007710938
177466	15067	0.006982405
177467	15106	0.023258556
177467	15106	0.00980378
177467	15106	0.011421359
177467	15106	0.054604537
177467	15106	0.051813642
177467	15067	0.076031507
177467	15106	0.006407819
177467	15106	0.010647197
177468	15106	0.006457133
177468	15106	0.026182383
177468	15106	0.00556268
177469	15106	0.006313243
177469	15106	0.037271103
177469	15051	0.135877594
177470	15051	0.05017286
177506	21134	0.392043669
177507	21134	0.027842977
177507	21143	0.156037414
177507	29015	0.124201628
177509	29015	0.143891615
177512	29024	0.026301881
177512	29015	0.154888539
177520	29052	0.209009355
177521	29052	0.366534561
177521	29052	0.187661947
177530	29008	0.19758055
177531	29008	0.136074487
177531	29008	0.079806925
178509	15111	0.03666928
178509	15111	0.035268762
178511	15114	0.054902821
178515	15114	0.022904877
178515	15114	0.013632346
178517	15005	0.039707666
178519	15005	0.020014093
178520	15005	0.02028902
178521	15005	0.013735321
178522	15106	0.026620409
178523	15106	0.069442665
178523	15106	0.020886329
178524	15106	0.019437643
178524	15106	0.035930822
178525	15106	0.02233096
178525	15087	0.199145893
178525	15067	0.080123269
178525	15087	0.171216338
178525	15067	0.089327277
178525	15087	0.077227846
178526	15087	0.069372572
178526	15067	0.189120443
178527	15106	0.000330894
178527	15067	0.105925675
178527	15106	0.026469637
178533	15037	0.076839665
178533	15037	0.061872708
178534	15037	0.281098694
178564	21134	0.066892575
178565	21134	0.346779448
178567	29015	0.010830373
178571	29024	0.247341221
178571	29015	0.090617893
178571	29014	0.017637642
178571	29024	0.120515638
178572	29024	0.096599728
178572	29024	0.133458226
178572	29024	0.035833569
178585	29013	0.077814889
178588	29013	0.051443932
178588	29008	0.079286146
178589	29008	0.021908403
178589	29008	0.130948493
178589	29008	0.051421134
178589	29008	0.035475771
178589	29004	0.034032143
178590	29008	0.013500265
178590	29004	0.076934714
179568	15111	0.0332898
179573	15114	0.039300679
179573	15114	0.016034782
179573	15114	0.025235393
179574	15114	0.067569794
179575	15114	0.025007275
179575	15114	0.043587844
179575	15114	0.002364873
179576	15114	0.021584738
179576	15005	0.01337777
179576	15005	0.027488066
179576	15114	0.016922065
179576	15005	0.005949499
179576	15005	0.007573414
179577	15005	0.066707547
179578	15005	0.025504159
179578	15005	0.022857006
179578	15005	0.030849549
179578	15005	0.002545718
179579	15005	0.05997235
179580	15005	0.00688082
179580	15005	0.011408564
179581	15106	0.033396836
179586	15067	0.16175345
179592	15037	0.015571414
179609	15029	0.241075459
179610	15029	0.7440992
179623	21134	0.02241139
179623	21180	0.375509567
179628	29015	0.105679439
179629	29015	0.073930976
179629	29014	0.134231205
179630	29015	0.103409385
179630	29014	0.033145779
179631	29024	0.120615245
179631	29024	0.219334494
179631	29014	0.000451524
179635	29043	0.061152791
179644	29013	0.238073517
179645	29013	0.081803875
179648	29004	0.026802237
179649	29004	0.131182832
179654	21108	1
179654	21170	1
180632	15114	0.081190143
180635	15005	0.031590892
180642	15106	0.015979632
180645	15067	0.219771924
180669	15099	0.317053375
180669	15029	0.014825341
180669	15099	0.038360544
180681	21180	0.38744901
180682	21180	0.070814003
180687	29015	0.038871602
180687	29014	0.019795335
180687	29012	0.400973229
180688	29014	0.067346881
180688	29014	0.005846408
180688	29014	0.010633827
180688	29014	0.022384026
180688	29012	0.560758328
180689	29040	0.065555123
180689	29014	0.053261928
180690	29014	0.001187532
180692	29040	0.047959903
180693	29040	0.148550593
180694	29043	0.938847209
180694	29040	0.133330486
180696	29031	0.260952931
180697	29031	0.065517148
180697	29005	0.162864031
180697	29005	0.616605131
180698	29005	0.2021784
180704	29013	0.342749197
180707	29004	0.108357656
180707	29004	0.000190456
181689	15114	0.015437239
181690	15114	0.049338108
181690	15114	0.005315496
181690	15114	0.042976424
181691	15114	0.016233871
181691	15114	0.0233965
181691	15005	0.004444194
181691	15005	0.007575314
181693	15005	0.018673099
181694	15005	0.024761279
181694	15005	0.010091306
181704	15087	0.331282276
181704	15067	0.030996819
181705	15087	0.059184948
181723	15099	0.145491775
181724	15099	0.118153148
181728	15099	0.134303225
181728	15099	0.067523529
181739	21180	0.018186955
181739	29021	0.103752843
181739	29021	0.143828319
181740	21180	0.148040466
181747	29014	0.091092643
181747	29012	0.038268444
181749	29040	0.019892984
181749	29014	0.071144068
181752	29040	0.254466285
181753	29040	0.327650008
181755	29031	0.041888531
181757	29039	1
181757	29031	0.165006302
181757	29005	0.018352438
181757	29031	0.023344656
181763	29013	0.20811459
181763	29004	0.046501355
181764	29004	0.055149357
181765	29004	0.119910355
181766	29004	0.110952836
182744	15124	0.011537489
182745	15124	0.071262482
182748	15114	0.070862494
182749	15114	0.023783562
182750	15114	0.032736617
182750	15005	0.002471385
182751	15005	0.014071723
182751	15005	0.024306719
182752	15005	0.083159042
182763	15087	0.051554859
182764	15087	0.041015269
182771	15057	1
182771	15046	0.197242415
182782	15099	0.072332124
182782	15011	0.224834014
182787	15099	0.062741208
182797	29021	0.144761172
182798	29021	0.198584023
182805	29014	0.073465234
182808	29055	1
182808	29040	0.002594619
182808	29014	0.036033367
182810	29011	0.040550731
182810	29011	0.194103749
182823	21083	0.00708816
182823	29004	0.038013705
182823	29004	0.064747454
182823	29004	0.043755033
182824	29004	0.010367186
182824	29004	0.122215159
183804	15124	0.200528263
183805	15124	0.064601557
183807	15114	0.000702089
183808	15114	0.044718256
183808	15074	0.019562268
183828	15046	0.113929491
183829	15046	0.23607854
183830	15046	0.233102815
183830	15046	0.073944908
183830	15046	0.092842999
183841	15011	0.276057577
183842	15011	0.124996585
183856	29021	0.015944685
183856	29006	0.121149305
183856	29021	0.073882941
183856	29021	0.084294858
183857	29021	0.234951159
183857	29006	0.023733252
183861	29020	0.123572388
183864	29014	0.151860056
183868	29011	0.034729991
183868	29011	0.020445564
183868	29011	0.117400604
183868	29011	0.039026449
183869	29011	0.218198598
183869	29011	0.002153218
183869	29003	0.230691922
183883	21083	0.192012993
183883	29004	0.010887523
183885	21094	0.031269512
183886	21094	0.097234384
184864	15124	0.18821833
184864	15074	0.000439508
184867	15074	0.020194007
184867	15074	0.0429497
184867	15074	0.014238417
184878	15047	1
184889	15046	0.052858832
184889	15013	0.015016357
184890	15013	0.984983643
184900	15033	0.203552111
184900	15011	0.179940976
184901	15011	0.073203367
184901	15033	0.148387293
184901	15011	0.001879687
184906	15093	0.076074556
184906	15069	1
184907	15099	0.044041072
184907	15093	0.116933219
184914	29006	0.06461958
184914	29006	0.057177923
184915	29006	0.010255816
184916	29006	0.047526428
184916	29006	0.005964529
184920	29020	0.189681207
184920	29006	0.024431496
184923	29014	0.008429871
184923	29014	0.07674193
184926	29011	0.240315684
184927	29003	0.212126571
184927	29011	0.093075413
184927	29003	0.075468308
184927	29034	0.042137136
184927	29003	0.129481025
184928	29003	0.249995342
184928	29003	0.102236832
184934	29031	0.229190192
184942	21083	0.0408871
184943	21083	0.067723824
184943	21094	0.173614319
184944	21094	0.302349185
184944	21094	0.055805224
184944	21083	0.001319309
184944	21094	0.339727375
185923	15124	0.044422146
185923	15074	0.032661427
185923	15074	0.019189256
185923	15074	0.008780595
185924	15074	0.000960679
185924	15074	0.025569043
185925	15074	0.012922145
185925	15074	0.031932175
185926	15074	0.016570411
185926	15074	0.038438519
185926	15074	0.01513658
185926	15074	0.002373685
185926	15074	0.004158915
185943	15060	0.063843622
185944	15060	0.080068448
185945	15060	0.014693882
185945	15060	0.026029422
185946	15060	0.070570738
185946	15060	0.036238262
185946	15060	0.008978935
185947	15060	0.081178452
185959	15033	0.269030204
185959	15033	0.032510049
185960	15033	0.204645698
185962	15100	0.169624792
185962	15011	0.119087795
185966	15093	0.067895736
185967	15093	0.198521091
185968	15093	0.177636899
185969	15093	0.191196391
185970	15093	0.171742108
185970	29006	0.008902612
185971	29006	0.258951006
185972	29006	0.132357933
185972	29006	0.057447294
185973	29006	0.178941311
185979	29020	0.176569938
185979	29006	0.008541514
185980	29020	0.132649111
185980	29045	0.271684229
185980	29020	0.053025212
185980	29045	0.074505792
185981	29020	0.28814364
185981	29014	0.061781631
185982	29014	0.00585237
185982	29014	0.057676745
185985	29034	0.074245726
185986	29034	0.094060481
185993	29031	0.168479888
185994	29034	0.238798214
185994	29031	0.045620353
186002	21083	0.026752905
186003	21083	0.102111397
186007	21105	1
186981	15124	0.176756304
186981	15074	0.004285274
186981	15124	0.053477606
186982	15074	0.01019101
186982	15074	0.048094612
186983	15074	0.001200212
186983	15074	0.04353566
186983	15074	0.027664158
186983	15074	0.009312291
186983	15074	8.09446E-05
186984	15074	0.008630858
186985	15074	0.064948947
187001	15060	0.005400046
187002	15060	0.037881037
187003	15060	0.004399204
187004	15060	0.016182935
187004	15060	0.028459185
187004	15060	0.067309461
187009	15060	0.025782077
187021	15100	0.830375208
187039	29045	0.653809978
187039	29020	0.036358504
187052	29034	0.500431094
187053	29034	0.050327349
187061	21083	0.118979061
187062	21083	0.057020394
188039	15124	0.096920545
188040	15124	0.092275278
188042	15074	0.005057302
188044	15074	0.034558503
188045	15074	0.047990979
188045	15074	0.010470346
188046	15074	0.011152612
188047	15074	0.004272588
188047	15042	0.031391263
188049	15042	0.017848863
188065	15060	0.032193859
188065	15060	0.0466289
188066	15060	0.159809353
188067	15060	0.089390245
188067	15060	0.077017585
188068	15060	0.027944351
188076	15033	0.141874645
188095	13008	1
188117	21083	0.043540742
188119	21083	0.007262267
188120	21083	0.084775517
188121	21083	0.154106532
189103	15074	0.039720488
189105	15074	0.030647597
189105	15042	0.085737805
189106	15042	0.031921053
189106	15042	0.215927055
189106	15042	0.005194592
189107	15042	0.078648589
189107	15042	0.107929713
189107	15042	0.027629869
189130	15121	0.038225258
189130	15024	0.210328146
189136	15081	0.295945598
189136	15081	0.224853768
189138	15081	0.111042319
189176	21083	0.024628523
189178	21083	0.044417231
189179	21083	0.027374045
190161	15074	0.043130188
190162	15074	0.028835071
190163	15074	0.024842247
190163	15074	0.025857671
190163	15074	0.010468084
190164	15074	0.000936035
190164	15074	0.044045208
190164	15074	0.010147847
190164	15042	0.004896166
190164	15074	0.012214095
190164	15042	0.000258482
190164	15042	0.050736447
190165	15042	0.018580103
190165	15042	0.118887407
190166	15048	0.032732587
190166	15042	0.112568672
190166	15042	0.065489453
190167	15048	0.112191916
190167	15042	0.01783473
190167	15048	0.038620626
190168	15048	0.14476247
190168	15048	0.019979468
190168	15048	0.010094566
190189	15121	0.002338365
190190	15121	0.959436377
190196	15081	0.077703591
190197	15081	0.290454725
190211	13021	0.632705945
190211	13021	0.367294055
191219	15074	0.00218446
191219	15064	0.101411163
191219	15048	0.022267602
191220	15074	0.052286036
191223	15074	0.011638116
191225	15048	0.020651064
191225	15048	0.059084995
191225	15042	0.00851974
191226	15048	0.062388385
191227	15048	0.060535385
191227	15014	0.120367047
191228	15048	0.128427366
191228	15014	0.005586296
191234	15056	0.685565821
191249	15091	0.542220996
191249	15024	0.399805808
191250	15053	0.013965458
191250	15024	0.389866046
191250	15053	0.412556243
191251	15059	1
191251	15053	0.573478299
191262	15065	0.137109125
191301	21212	0.352464618
192278	15074	0.025523228
192278	15064	0.270373074
192280	15048	0.037555223
192280	15048	0.040892694
192280	15048	0.027805628
192281	15048	0.064615262
192281	15048	0.078425364
192281	15048	0.017239843
192282	15048	0.005435639
192284	15014	0.240667518
192286	15014	0.034175447
192287	15048	0.001256678
192287	15014	0.182053457
192293	15056	0.314434179
192293	15026	0.053407564
192307	15091	0.030961123
192308	15091	0.064464469
192308	15091	0.362353411
192317	15092	0.897424918
192318	15092	0.102575082
192318	15084	0.033053374
192320	15075	1
192320	15016	0.03663438
192321	15065	0.862890875
192321	15016	0.313325887
193333	15064	0.006315282
193336	15064	0.091882426
193337	15064	0.392592835
193339	15048	0.015037242
193344	15014	0.223854614
193352	15026	0.051821989
193353	15026	0.005262619
193360	13063	0.135783979
193360	15095	1
193377	15084	0.169040073
193377	15084	0.310571731
193379	15016	0.033312155
193380	15016	0.033625804
193407	21053	0.000707959
193408	21053	0.044067367
193418	21212	0.647535382
194392	15064	0.137425221
194392	16093	1
194396	15085	0.072510489
194412	15026	0.061891968
194413	15026	0.030120152
194413	15026	0.0374438
194414	15026	0.108072115
194415	15026	0.108011719
194419	13063	0.243641684
194426	15120	0.54032859
194436	15084	0.227274716
194437	15084	0.096210404
194442	15061	0.491551877
195455	15085	0.008674992
195455	15085	0.022310774
195455	15085	0.032786217
195456	15085	0.026008686
195456	15085	0.151368197
195457	15085	0.008556549
195470	15026	0.003626275
195474	15026	0.005021266
195475	15112	0.355821825
195475	15026	0.03855182
195476	15112	0.263447971
195476	15026	0.043348463
195477	15112	0.118383956
195477	15112	0.25452705
195478	13063	0.270023262
195479	13063	0.023621086
195484	15120	0.389780556
195484	15035	0.253751713
195484	15035	0.146792377
195484	15035	0.59945591
195485	15120	0.069890853
195500	15061	0.244085886
195501	15061	0.264362237
195523	21053	0.002549382
195524	21053	0.005888217
196518	15014	0.141552086
196527	15026	0.051639231
196528	15026	0.06986554
196528	15026	0.013543361
196528	15026	0.007290846
196528	15026	0.001978361
196528	15026	0.009481431
196529	15026	0.043827709
196529	15026	0.005478806
196529	15026	0.057116184
196529	15026	0.01230773
196529	15026	0.018364364
196530	15026	0.113999108
196531	15026	0.035650613
196536	15112	0.002610367
196537	13063	0.006578414
196537	15112	0.00520883
196538	13063	0.085664671
196538	13063	0.010987141
196538	13063	0.134093131
196551	13069	0.736759849
196551	13069	0.230603966
196552	13069	0.032636186
196554	15084	0.004713717
196558	15016	0.042235738
196559	15016	0.152428396
196583	21053	0.050815907
197574	15085	0.093969857
197577	15085	0.011878545
197577	15014	0.051743535
197577	15001	0.032503319
197583	15102	0.440760955
197586	15026	0.012876966
197613	15084	0.023498131
197613	15084	0.135637854
197615	13066	0.627983549
197616	13066	0.372016451
197616	15016	0.223148698
197618	13083	0.169772614
197618	13083	0.281605399
197618	13083	0.023776442
197618	13083	0.010866673
197618	15016	0.165288942
197619	13083	0.181904031
197640	21053	0.063427067
197641	21053	0.103952305
197642	21053	0.050267025
198633	15085	0.055742726
198634	15085	0.127487659
198635	15085	0.12461536
198636	15085	0.085062325
198636	15001	0.074647738
198636	15085	0.003659985
198636	15001	0.044716563
198636	15085	0.011122182
198636	15085	0.00260326
198636	15085	0.000865948
198636	15001	0.008360277
198637	15001	0.044357247
198637	15001	0.02310705
198642	15102	0.080528479
198643	15102	0.478710566
198643	15045	0.015171484
198664	15096	0.255623758
198664	15036	0.011381155
198665	15036	0.148353524
198678	13083	0.179961026
198679	13083	0.152113815
198697	21053	0.027534387
198698	21053	0.117944809
198699	21053	0.040892626
199686	16017	0.131996952
199695	15001	0.002476912
199696	15001	0.023413701
199697	15001	0.037566617
199702	15045	0.088746764
199702	15045	0.012429787
199703	15045	0.055095604
199704	15045	0.059185154
199705	15045	0.005348864
199716	13063	0.017018221
199716	13013	0.009442972
199717	13063	0.039436729
199723	15096	0.744376242
199748	13057	0.020064524
199748	13016	0.012034109
199748	13057	0.056150972
199749	13016	0.006128909
199755	21053	0.107973587
199756	21053	0.115596698
199768	21039	0.225888919
199772	21078	0.010747096
200745	16017	0.285575089
200751	15001	0.001448435
200752	15001	0.023839282
200764	15045	0.059301324
200773	13063	0.008055272
200775	13013	0.239385643
200776	13063	0.005247693
200776	13063	0.019848718
200776	13013	0.367015694
200777	13013	0.134413867
200802	13057	0.01779808
200803	13057	0.069334228
200807	13057	0.205339795
200812	13016	0.026182456
200812	21053	0.049119394
200813	21053	0.15548637
200813	21053	0.001255383
200813	21053	0.01587605
200813	21053	0.039743179
200814	21053	0.006902287
200822	21208	0.081305222
200822	21208	0.039016273
200822	21208	0.046561467
200822	21208	0.126793405
200823	21208	0.060791151
200827	21039	0.774111081
200827	21167	0.08644605
200830	21078	0.160602038
200831	21078	0.314258995
200831	21202	0.13956473
200832	21202	0.174402456
200832	21202	0.233991874
200832	21202	0.035158483
200833	21202	0.136509577
200833	21202	0.075613348
201804	16017	0.135538281
201804	16017	0.052140458
201804	16017	0.027330774
201804	16017	0.127105412
201806	15085	0.034116421
201807	15085	0.007954034
201811	15001	0.05242629
201811	15001	0.072342172
201815	15003	0.020210765
201816	15003	0.001945683
201816	15001	0.079281423
201817	15001	0.024350666
201818	15001	0.121205161
201819	15001	0.103367423
201835	13013	0.078101512
201836	13013	0.171640312
201844	15036	0.119839968
201844	15036	0.024370025
201861	13057	0.015095876
201866	13016	0.000972454
201866	13057	0.212085046
201869	13016	0.007136236
201871	13016	0.053875066
201872	13016	0.014047434
201885	21167	0.572173429
201886	21167	0.241573068
201886	21167	0.099807453
201890	21078	0.2076973
201890	21202	0.063775082
201890	21078	0.02413792
201891	21202	0.140984451
202863	15085	0.007363754
202863	16017	0.068424408
202864	15085	0.068002136
202865	15085	0.0212564
202865	15085	0.015051715
202865	15085	0.001760002
202867	15001	0.00888326
202867	22001	0.014131117
202868	15001	0.05044174
202869	15001	0.006105293
202870	15001	0.017327316
202873	15003	0.009653667
202874	15003	0.11851644
202874	15003	0.028276589
202875	15001	0.024865119
202876	15001	0.113230767
202878	15003	0.125431045
202878	15001	0.009736228
202879	15003	0.022965966
202902	13052	0.049993275
202902	15036	0.010757065
202903	13052	0.114296417
202903	15036	0.116236089
202903	15036	0.052753125
202904	15036	0.076923201
202904	15036	0.208480188
202925	13056	0.219386897
202925	13057	0.016336818
202925	13056	0.265890311
202928	13016	0.0291426
202929	13016	0.022141832
202929	13016	0.031054797
202929	13016	0.009052108
202929	13016	0.012460976
202929	13016	0.004479191
202930	13016	0.064981332
202930	13016	0.049946935
202931	13016	0.021548077
202940	21208	0.005548324
202948	21078	0.11880761
202948	21215	1
202949	21078	0.030833903
202949	21078	0.041632893
202949	21078	0.091282245
203922	15085	0.005271785
203922	16017	0.130812553
203922	16017	0.041076074
203922	22001	0.005904349
203923	22001	0.024933169
203923	22001	0.025365953
203923	22001	0.008551957
203923	22001	0.047164827
203925	22001	0.009904047
203926	22001	0.063419596
203932	15003	0.016561738
203938	15003	0.129579286
203955	13010	0.07021317
203962	13052	0.040721378
203962	13052	0.022275926
203962	13052	0.089232803
203962	15036	0.206324116
203978	13057	0.159891259
203984	13056	0.067487111
203984	13056	0.274294404
203985	13056	0.172941278
203987	13016	0.043523998
203987	13016	0.016822276
203987	13016	0.014540417
203988	13016	0.006888008
203988	13016	0.036877833
203989	13016	0.03255106
203989	13016	0.032123558
203989	13016	0.00172698
203990	13016	0.039532463
203990	13016	0.008165953
203991	13016	0.002479427
203999	21208	0.336011401
204003	21006	0.58726782
204003	21162	1
204004	21006	0.41273218
204004	21014	0.062128162
204006	21028	0.038932174
204006	21028	0.046580492
204006	21028	0.183433517
204007	21210	0.254564255
204007	21028	0.028765832
204007	21077	0.310343157
