GRIDCODE,CVENTMUN,Promedio de LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),Suma de LONG_CARR_x_CELDA x CARRILES
3821736,19041,141304.0095,791.2601451
3821739,19041,141304.0095,1388.310726
3821740,19041,141304.0095,2948.469817
3821757,19041,141304.0095,2049.88938
3824873,19018,421468.398,187.9502499
3824874,19018,421468.398,4390.718563
3824875,19018,421468.398,6043.373529
3824875,19048,140507.5733,2129.535984
3824876,19018,421468.398,366.6911709
3824876,19048,140507.5733,34.81128244
3824888,19039,212564.5489,5359.76886
3824889,19039,212564.5489,92.85284856
3824890,19039,212564.5489,737.5759567
3824891,19039,212564.5489,1917.986781
3824896,19046,53512.71424,4105.345208
3824897,19046,53512.71424,87.48471285
3824903,19006,251903.3758,1015.343632
3824903,19046,53512.71424,3525.444992
3824904,19006,251903.3758,647.4407808
3824906,19006,251903.3758,4415.390985
3824910,19006,251903.3758,2216.668105
3824913,19006,251903.3758,2349.088309
3824913,19041,141304.0095,2623.300541
3824918,19041,141304.0095,796.2188548
3824919,19041,141304.0095,2046.691497
3824935,19041,141304.0095,2015.852863
3828050,19018,421468.398,699.7987554
3828051,19018,421468.398,2495.443215
3828053,19018,421468.398,201.1683464
3828054,19018,421468.398,6677.515274
3828055,19018,421468.398,2844.764016
3828064,19039,212564.5489,954.7469352
3828065,19039,212564.5489,5097.156502
3828066,19039,212564.5489,495.2017095
3828068,19039,212564.5489,2328.371798
3828074,19046,53512.71424,1072.53266
3828075,19046,53512.71424,7779.422798
3828076,19046,53512.71424,946.5707808
3828081,19006,251903.3758,2055.280366
3828082,19006,251903.3758,1904.129918
3828083,19006,251903.3758,1337.513963
3828084,19006,251903.3758,2081.87407
3828085,19006,251903.3758,2310.093493
3828087,19006,251903.3758,920.4015427
3828088,19006,251903.3758,1400.994452
3828090,19006,251903.3758,4599.178547
3828091,19006,251903.3758,238.4706827
3828097,19041,141304.0095,726.3475133
3828098,19041,141304.0095,2723.977046
3828110,19041,141304.0095,891.712452
3828111,19041,141304.0095,2048.25359
3828112,19041,141304.0095,2022.137968
3828113,19041,141304.0095,2839.019873
3828114,19041,141304.0095,2010.938634
3828115,19041,141304.0095,2019.494381
3831227,19018,421468.398,1767.659501
3831228,19018,421468.398,1740.345968
3831233,19018,421468.398,7567.549834
3831234,19018,421468.398,2319.664574
3831241,19039,212564.5489,2976.656368
3831242,19039,212564.5489,4111.660204
3831245,19039,212564.5489,605.456881
3831246,19039,212564.5489,1521.965169
3831251,19021,206759.7475,662.3363745
3831251,19046,53512.71424,1185.265109
3831252,19021,206759.7475,2028.55392
3831252,19046,53512.71424,128.5028258
3831253,19021,206759.7475,199.6457284
3831253,19046,53512.71424,4162.292303
3831259,19006,251903.3758,2122.540057
3831261,19006,251903.3758,1202.358418
3831262,19006,251903.3758,1984.519433
3831263,19006,251903.3758,4437.580542
3831265,19006,251903.3758,2177.618719
3831267,19006,251903.3758,2079.789447
3831268,19006,251903.3758,2711.064375
3831276,19041,141304.0095,2025.973715
3831283,19041,141304.0095,1279.92761
3831284,19041,141304.0095,2016.1973
3831285,19041,141304.0095,2000.3873
3831286,19041,141304.0095,2085.994014
3831287,19041,141304.0095,2186.141757
3831288,19041,141304.0095,1280.475464
3834403,19018,421468.398,537.2890588
3834404,19018,421468.398,2400.863606
3834405,19018,421468.398,663.6022862
3834412,19018,421468.398,5358.834529
3834413,19018,421468.398,2833.820905
3834414,19018,421468.398,2148.447632
3834415,19018,421468.398,748.6667432
3834416,19018,421468.398,1711.420896
3834417,19018,421468.398,4125.244137
3834418,19018,421468.398,3175.601512
3834418,19039,212564.5489,1247.381221
3834419,19039,212564.5489,1623.424026
3834423,19039,212564.5489,2243.413869
3834429,19021,206759.7475,2026.243858
3834431,19021,206759.7475,4740.307096
3834431,19046,53512.71424,260.2974177
3834437,19006,251903.3758,1490.785975
3834438,19006,251903.3758,648.7803728
3834440,19006,251903.3758,601.995573
3834441,19006,251903.3758,5225.14343
3834442,19006,251903.3758,2838.454489
3834443,19006,251903.3758,1535.84564
3834444,19006,251903.3758,29.67663047
3834445,19006,251903.3758,4862.134051
3834454,19041,141304.0095,831.0892937
3834455,19041,141304.0095,1843.555887
3834459,19041,141304.0095,604.9870601
3834460,19041,141304.0095,2357.064698
3834461,19041,141304.0095,860.0563923
3837580,19018,421468.398,922.6902578
3837581,19018,421468.398,1935.876764
3837590,19018,421468.398,1053.445048
3837591,19018,421468.398,6698.557114
3837592,19018,421468.398,4998.747881
3837593,19018,421468.398,5550.68811
3837594,19018,421468.398,4526.155683
3837595,19018,421468.398,1540.751833
3837601,19039,212564.5489,2185.912431
3837606,19021,206759.7475,822.7736923
3837607,19021,206759.7475,1272.109232
3837609,19021,206759.7475,4004.748647
3837616,19006,251903.3758,2110.058268
3837619,19006,251903.3758,361.8001959
3837620,19006,251903.3758,7930.239594
3837621,19006,251903.3758,4282.44661
3837622,19006,251903.3758,7167.559281
3837625,19006,251903.3758,198.9293054
3837626,19006,251903.3758,2282.528312
3837627,19006,251903.3758,852.7955619
3837633,19041,141304.0095,2020.808731
3837635,19041,141304.0095,820.6174697
3837636,19041,141304.0095,2166.520287
3837637,19041,141304.0095,1847.654999
3840750,19018,421468.398,182.2797265
3840752,19018,421468.398,810.4042089
3840758,19018,421468.398,2146.606572
3840763,19018,421468.398,427.3046005
3840764,19018,421468.398,2168.51162
3840765,19018,421468.398,4102.195306
3840766,19018,421468.398,4062.732278
3840767,19018,421468.398,2990.221661
3840768,19018,421468.398,1010.223698
3840770,19018,421468.398,4713.243977
3840771,19018,421468.398,1003.698826
3840773,19018,421468.398,925.8792026
3840774,19018,421468.398,1688.906306
3840778,19039,212564.5489,1374.507196
3840779,19039,212564.5489,893.028586
3840783,19021,206759.7475,1745.765954
3840784,19021,206759.7475,3637.209826
3840787,19021,206759.7475,4008.786864
3840794,19006,251903.3758,2020.712669
3840797,19006,251903.3758,2613.636414
3840799,19006,251903.3758,2618.968435
3840800,19006,251903.3758,5367.053358
3840801,19006,251903.3758,4794.745312
3840802,19006,251903.3758,4303.174969
3840803,19006,251903.3758,2924.208098
3840809,19041,141304.0095,1186.050215
3840810,19041,141304.0095,2123.540984
3840811,19041,141304.0095,2772.072385
3840812,19041,141304.0095,2553.066943
3840813,19041,141304.0095,1566.845881
3843928,19018,421468.398,1966.694887
3843929,19018,421468.398,2046.49347
3843930,19018,421468.398,1408.558351
3843931,19018,421468.398,2309.231314
3843936,19018,421468.398,2157.127627
3843938,19018,421468.398,71.30023485
3843939,19018,421468.398,2123.998371
3843940,19018,421468.398,4249.11803
3843941,19018,421468.398,3185.896375
3843945,19018,421468.398,1230.356931
3843946,19018,421468.398,2098.800908
3843947,19018,421468.398,2024.512897
3843948,19018,421468.398,2027.095907
3843949,19018,421468.398,6146.294526
3843950,19018,421468.398,284.7168338
3843952,19018,421468.398,623.2164041
3843952,19021,206759.7475,551.5852591
3843953,19021,206759.7475,2384.992229
3843956,19021,206759.7475,1914.535216
3843956,19039,212564.5489,257.9667633
3843960,19021,206759.7475,853.5796879
3843961,19021,206759.7475,1336.11479
3843962,19021,206759.7475,192.3523798
3843963,19021,206759.7475,3303.025898
3843964,19021,206759.7475,4006.388456
3843965,19021,206759.7475,6030.871555
3843972,19006,251903.3758,2004.286598
3843974,19006,251903.3758,2341.224344
3843975,19006,251903.3758,113.0840559
3843976,19006,251903.3758,472.137575
3843977,19006,251903.3758,4408.710604
3843979,19006,251903.3758,2023.685585
3843981,19006,251903.3758,1399.24419
3843982,19006,251903.3758,2069.155101
3843983,19006,251903.3758,2003.368687
3843984,19006,251903.3758,874.7177066
3843984,19041,141304.0095,1746.159296
3843985,19041,141304.0095,2107.305176
3843986,19041,141304.0095,2182.767485
3843987,19041,141304.0095,969.5535486
3847109,19018,421468.398,1288.95741
3847110,19018,421468.398,2070.912062
3847111,19018,421468.398,2002.695639
3847112,19018,421468.398,2047.227844
3847113,19018,421468.398,4334.995072
3847114,19018,421468.398,2602.196869
3847115,19018,421468.398,2110.878704
3847116,19018,421468.398,2043.103441
3847117,19018,421468.398,2629.404877
3847118,19018,421468.398,102.4780141
3847119,19018,421468.398,2014.368744
3847127,19018,421468.398,904.8188064
3847128,19018,421468.398,6749.502923
3847129,19018,421468.398,6110.467028
3847130,19018,421468.398,1046.731491
3847130,19021,206759.7475,4999.026184
3847131,19021,206759.7475,2051.388654
3847132,19021,206759.7475,4222.877696
3847133,19021,206759.7475,3514.981528
3847134,19021,206759.7475,3015.967014
3847135,19021,206759.7475,432.6414443
3847138,19021,206759.7475,2189.69456
3847143,19021,206759.7475,4016.290592
3847150,19006,251903.3758,2011.231802
3847151,19006,251903.3758,1262.559548
3847152,19006,251903.3758,1159.065076
3847154,19006,251903.3758,4910.002786
3847157,19006,251903.3758,2064.024282
3847162,19041,141304.0095,890.9074768
3847163,19041,141304.0095,2214.287201
3847164,19041,141304.0095,943.8652199
3850289,19018,421468.398,1998.662841
3850290,19018,421468.398,2114.668891
3850291,19018,421468.398,2114.638645
3850292,19018,421468.398,3130.353483
3850293,19018,421468.398,364.5505632
3850294,19018,421468.398,2353.410181
3850295,19018,421468.398,394.4413393
3850297,19018,421468.398,2016.801598
3850308,19021,206759.7475,71.93126371
3850309,19021,206759.7475,4078.603545
3850310,19021,206759.7475,4543.66516
3850311,19021,206759.7475,8196.998874
3850312,19021,206759.7475,6130.309734
3850313,19021,206759.7475,8445.204215
3850314,19021,206759.7475,4073.178576
3850315,19021,206759.7475,3785.276276
3850316,19021,206759.7475,3199.834239
3850317,19021,206759.7475,2034.843135
3850318,19021,206759.7475,1296.860594
3850321,19021,206759.7475,4137.89737
3850328,19006,251903.3758,2168.132324
3850329,19006,251903.3758,2284.617629
3850331,19006,251903.3758,3408.614696
3850332,19006,251903.3758,1499.442137
3850335,19006,251903.3758,1829.237544
3850336,19006,251903.3758,854.3660912
3850342,19041,141304.0095,1172.750991
3850343,19041,141304.0095,2174.291074
3850344,19034,55304.70784,1200.721121
3850344,19041,141304.0095,584.8277977
3853464,19018,421468.398,743.6474603
3853465,19018,421468.398,2274.70426
3853466,19018,421468.398,2109.898541
3853467,19018,421468.398,80.06436199
3853471,19018,421468.398,2827.06278
3853472,19018,421468.398,2624.77744
3853473,19018,421468.398,548.7459173
3853475,19018,421468.398,2019.351115
3853488,19021,206759.7475,2536.29445
3853491,19021,206759.7475,2407.429323
3853492,19021,206759.7475,4076.953639
3853493,19021,206759.7475,4077.050816
3853494,19021,206759.7475,4076.240791
3853495,19021,206759.7475,4073.191695
3853496,19021,206759.7475,4299.254244
3853497,19021,206759.7475,2030.159358
3853498,19021,206759.7475,4328.200632
3853499,19021,206759.7475,4547.461415
3853500,19021,206759.7475,2035.650438
3853501,19021,206759.7475,2032.844052
3853502,19021,206759.7475,385.0859524
3853505,19006,251903.3758,1243.93763
3853506,19006,251903.3758,3305.016238
3853508,19006,251903.3758,1210.859074
3853509,19006,251903.3758,3612.342594
3853514,19006,251903.3758,2092.611675
3853522,19034,55304.70784,575.6744134
3853523,19034,55304.70784,2069.164814
3853538,19016,111096.0203,33.78788379
3853539,19016,111096.0203,2479.027171
3856640,19018,421468.398,661.7175964
3856641,19018,421468.398,2195.76535
3856642,19018,421468.398,1532.581475
3856651,19018,421468.398,1660.804611
3856652,19018,421468.398,2028.461218
3856653,19018,421468.398,2009.006649
3856665,19021,206759.7475,2067.464563
3856666,19021,206759.7475,419.4987713
3856668,19021,206759.7475,1458.463006
3856669,19021,206759.7475,546.283234
3856674,19021,206759.7475,570.5879221
3856675,19021,206759.7475,6346.577559
3856676,19021,206759.7475,4558.442837
3856677,19021,206759.7475,4906.232197
3856678,19021,206759.7475,4090.179045
3856679,19006,251903.3758,354.3053112
3856679,19021,206759.7475,3737.98829
3856680,19006,251903.3758,1952.960341
3856680,19021,206759.7475,87.920873
3856681,19006,251903.3758,6003.1118
3856682,19006,251903.3758,2001.8336
3856683,19006,251903.3758,899.9853843
3856684,19006,251903.3758,546.3602694
3856685,19006,251903.3758,4152.322757
3856686,19006,251903.3758,4522.760901
3856692,19006,251903.3758,2186.789974
3856693,19006,251903.3758,3.344078107
3856701,19034,55304.70784,1086.336457
3856702,19034,55304.70784,1516.59483
3856715,19016,111096.0203,2043.476018
3856716,19016,111096.0203,2373.416605
3859818,19018,421468.398,2491.356084
3859829,19018,421468.398,307.276852
3859830,19018,421468.398,611.5520299
3859831,19018,421468.398,369.4260152
3859842,19021,206759.7475,24.95606286
3859843,19021,206759.7475,2142.362433
3859846,19010,47512.4384,199.4003384
3859846,19021,206759.7475,1805.850707
3859852,19010,47512.4384,72.63449961
3859852,19021,206759.7475,1175.354845
3859853,19021,206759.7475,1082.103127
3859858,19006,251903.3758,3689.389852
3859859,19006,251903.3758,7025.641111
3859860,19006,251903.3758,5695.83383
3859861,19006,251903.3758,4094.301679
3859862,19006,251903.3758,3588.41471
3859871,19006,251903.3758,1937.911557
3859871,19025,58221.84345,193.8707347
3859880,19034,55304.70784,1586.547561
3859881,19034,55304.70784,1029.207495
3859892,19016,111096.0203,2499.658937
3859893,19016,111096.0203,225.4010987
3863009,19018,421468.398,47.53008896
3863010,19018,421468.398,2032.81516
3863020,19021,206759.7475,2173.250029
3863024,19010,47512.4384,2001.166533
3863030,19010,47512.4384,2282.461353
3863038,19006,251903.3758,5177.753246
3863038,19025,58221.84345,619.4844689
3863049,19025,58221.84345,2208.476051
3863059,19034,55304.70784,2073.934896
3863060,19034,55304.70784,537.9403708
3863061,19034,55304.70784,1591.74278
3863062,19034,55304.70784,2082.0235
3863063,19034,55304.70784,2170.327
3863064,19034,55304.70784,2108.719557
3863065,19016,111096.0203,1070.027055
3863065,19034,55304.70784,1038.036758
3863066,19016,111096.0203,1664.912899
3863069,19016,111096.0203,2419.596865
3863070,19016,111096.0203,417.7524924
3866187,19018,421468.398,1623.358297
3866188,19018,421468.398,593.4102329
3866194,19018,421468.398,1833.945905
3866195,19018,421468.398,1075.313687
3866198,19021,206759.7475,2171.241214
3866202,19010,47512.4384,872.6306815
3866207,19010,47512.4384,1817.951721
3866208,19010,47512.4384,529.6279735
3866215,19006,251903.3758,562.0701296
3866216,19006,251903.3758,2867.780605
3866217,19006,251903.3758,1968.568973
3866217,19025,58221.84345,1456.0914
3866227,19025,58221.84345,835.822046
3866228,19025,58221.84345,1246.03138
3866238,19034,55304.70784,5008.30268
3866239,19034,55304.70784,505.4611714
3866244,19016,111096.0203,502.0328918
3866245,19016,111096.0203,2095.290144
3866246,19016,111096.0203,3767.334609
3866247,19016,111096.0203,820.9600358
3869365,19018,421468.398,2126.836019
3869372,19018,421468.398,265.1270906
3869373,19018,421468.398,24.65167867
3869373,19021,206759.7475,1058.811755
3869374,19021,206759.7475,2292.003333
3869375,19021,206759.7475,2445.833152
3869376,19021,206759.7475,533.1303183
3869384,19010,47512.4384,385.2320611
3869385,19010,47512.4384,1965.317194
3869393,19006,251903.3758,2162.882737
3869395,19025,58221.84345,4213.64867
3869396,19025,58221.84345,481.1961129
3869406,19025,58221.84345,2039.265929
3869411,19034,55304.70784,348.2655249
3869416,19034,55304.70784,4051.486021
3869424,19016,111096.0203,1695.270644
3869425,19016,111096.0203,2012.114581
3869426,19016,111096.0203,2228.242467
3869427,19016,111096.0203,605.1485056
3872543,19018,421468.398,827.7502253
3872544,19018,421468.398,101.8456586
3872562,19010,47512.4384,2333.233916
3872571,19006,251903.3758,917.2209603
3872571,19045,228179.2383,1185.292163
3872574,19025,58221.84345,4607.891849
3872584,19025,58221.84345,2217.788463
3872587,19025,58221.84345,480.434469
3872588,19025,58221.84345,2191.193687
3872589,19025,58221.84345,319.7764113
3872589,19034,55304.70784,1738.202106
3872590,19034,55304.70784,2014.178726
3872591,19034,55304.70784,2014.28487
3872592,19034,55304.70784,2020.085439
3872593,19034,55304.70784,3734.349926
3872594,19034,55304.70784,2872.598193
3872605,19016,111096.0203,2293.637764
3872607,19016,111096.0203,2230.742258
3875739,19010,47512.4384,1136.242031
3875740,19010,47512.4384,1182.373136
3875748,19045,228179.2383,1271.05733
3875749,19045,228179.2383,879.6534085
3875752,19025,58221.84345,1196.025948
3875753,19025,58221.84345,1139.92186
3875762,19025,58221.84345,1308.230855
3875763,19025,58221.84345,1341.93757
3875764,19025,58221.84345,2417.333752
3875765,19025,58221.84345,1681.079065
3875772,19034,55304.70784,1944.376079
3875773,19034,55304.70784,610.1384001
3875783,19016,111096.0203,1019.951019
3875784,19016,111096.0203,2688.552382
3875785,19016,111096.0203,743.2381699
3878917,19010,47512.4384,3405.314567
3878926,19045,228179.2383,2147.218481
3878931,19025,58221.84345,2342.982603
3878938,19025,58221.84345,1849.233702
3878939,19025,58221.84345,2104.945132
3878940,19025,58221.84345,2104.945132
3878941,19025,58221.84345,3740.765609
3878942,19025,58221.84345,506.1081188
3878951,19034,55304.70784,1971.589454
3878952,19034,55304.70784,1149.855733
3882094,19010,47512.4384,1966.912419
3882095,19010,47512.4384,2410.593923
3882103,19045,228179.2383,81.693074
3882104,19045,228179.2383,2065.525334
3882109,19025,58221.84345,357.1113177
3882110,19025,58221.84345,1987.301837
3882113,19025,58221.84345,2041.623278
3882114,19025,58221.84345,2100.344573
3882115,19025,58221.84345,2100.385689
3882116,19025,58221.84345,255.711493
3882130,19034,55304.70784,2103.012933
3885271,19010,47512.4384,861.8128657
3885272,19010,47512.4384,1684.240691
3885273,19010,47512.4384,2027.446616
3885281,19045,228179.2383,2143.622722
3885288,19012,31361.7849,334.6619014
3885288,19025,58221.84345,1615.974179
3885289,19012,31361.7849,1875.698808
3885289,19025,58221.84345,744.2525259
3885290,19025,58221.84345,2110.869553
3885291,19025,58221.84345,63.7887855
3885308,19034,55304.70784,1397.307011
3885309,19034,55304.70784,839.6750294
3888420,19018,421468.398,2339.702539
3888447,19001,19445.67078,892.658163
3888448,19001,19445.67078,1054.019592
3888448,19010,47512.4384,1124.607763
3888449,19010,47512.4384,1600.211678
3888450,19010,47512.4384,481.281969
3888451,19010,47512.4384,2778.109009
3888459,19045,228179.2383,2136.239444
3888467,19012,31361.7849,2364.966286
3888486,19028,12318.42796,906.5658746
3888487,19028,12318.42796,944.4632229
3888487,19034,55304.70784,314.5668001
3891598,19018,421468.398,394.2508599
3891599,19018,421468.398,2472.494958
3891600,19018,421468.398,2039.011437
3891601,19018,421468.398,2018.275759
3891624,19001,19445.67078,1829.632317
3891625,19001,19445.67078,1530.460391
3891626,19001,19445.67078,1308.094519
3891626,19010,47512.4384,521.6434418
3891627,19010,47512.4384,2035.049708
3891628,19010,47512.4384,3657.666421
3891629,19010,47512.4384,2019.140275
3891630,19010,47512.4384,373.7563919
3891636,19045,228179.2383,860.6105691
3891637,19045,228179.2383,1275.628945
3891645,19012,31361.7849,873.4215705
3891646,19012,31361.7849,1490.725692
3891664,19028,12318.42796,2221.840217
3894779,19018,421468.398,396.3206167
3894780,19018,421468.398,2843.054404
3894781,19018,421468.398,56.68278709
3894800,19001,19445.67078,339.4849685
3894801,19001,19445.67078,2491.486929
3894802,19001,19445.67078,2872.727922
3894803,19001,19445.67078,2264.910626
3894804,19001,19445.67078,262.2955234
3894808,19010,47512.4384,1906.158932
3894809,19010,47512.4384,2138.471335
3894810,19010,47512.4384,828.0483756
3894813,19045,228179.2383,8.082773247
3894814,19045,228179.2383,3055.266897
3894824,19012,31361.7849,1888.141643
3894825,19012,31361.7849,739.3714619
3894841,19028,12318.42796,1425.417938
3894842,19028,12318.42796,1031.766102
3897959,19018,421468.398,1247.107363
3897959,19037,180058.5848,990.122565
3897977,19047,17188.19322,117.8349309
3897978,19001,19445.67078,2585.372766
3897978,19047,17188.19322,673.7359895
3897979,19001,19445.67078,395.6253262
3897988,19010,47512.4384,913.6993978
3897988,19045,228179.2383,426.8355398
3897989,19045,228179.2383,2561.806892
3897991,19045,228179.2383,2243.674464
3898003,19012,31361.7849,2410.889723
3898004,19012,31361.7849,313.7662873
3898019,19028,12318.42796,2175.060925
3901137,19037,180058.5848,1912.609554
3901138,19037,180058.5848,1280.613883
3901139,19037,180058.5848,1027.838106
3901140,19037,180058.5848,592.2517322
3901154,19047,17188.19322,608.9384398
3901155,19047,17188.19322,2418.023942
3901157,19001,19445.67078,861.7171765
3901158,19001,19445.67078,757.1854436
3901167,19045,228179.2383,154.0731059
3901168,19045,228179.2383,2519.74976
3901169,19045,228179.2383,2707.619713
3901182,19012,31361.7849,2533.318704
3901183,19012,31361.7849,216.8712312
3901197,19028,12318.42796,1441.060427
3904318,19037,180058.5848,622.6331017
3904319,19037,180058.5848,1151.590248
3904320,19037,180058.5848,289.0929435
3904331,19047,17188.19322,1857.717038
3904332,19047,17188.19322,2156.679092
3904346,19045,228179.2383,2016.904741
3904361,19012,31361.7849,2432.486115
3907498,19037,180058.5848,1028.793012
3907509,19047,17188.19322,2202.115348
3907524,19045,228179.2383,2025.81112
3907539,19012,31361.7849,836.1904223
3907540,19012,31361.7849,1585.287165
3910676,19037,180058.5848,1119.692821
3910686,19047,17188.19322,1717.817464
3910687,19047,17188.19322,878.9673293
3910702,19045,228179.2383,232.5703155
3910703,19045,228179.2383,1816.122031
3910718,19012,31361.7849,1962.352195
3910719,19012,31361.7849,463.3111618
3913854,19037,180058.5848,931.9430247
3913855,19037,180058.5848,251.536387
3913856,19037,180058.5848,982.0748281
3913857,19037,180058.5848,2056.075728
3913858,19037,180058.5848,2013.323308
3913859,19037,180058.5848,2001.464861
3913860,19037,180058.5848,2001.327775
3913861,19037,180058.5848,2001.407069
3913862,19037,180058.5848,500.2560922
3913862,19047,17188.19322,1501.238093
3913863,19047,17188.19322,2011.667767
3913864,19047,17188.19322,1043.457911
3913880,19045,228179.2383,127.1076979
3913881,19045,228179.2383,1911.474423
3913897,19012,31361.7849,2390.948754
3917033,19037,180058.5848,3039.563533
3917034,19037,180058.5848,1155.522963
3917058,19045,228179.2383,2158.377538
3917075,19012,31361.7849,693.7578918
3917076,19012,31361.7849,1565.43666
3920210,19037,180058.5848,1701.466525
3920211,19037,180058.5848,905.4355631
3920236,19045,228179.2383,2092.040032
3920254,19012,31361.7849,2061.816638
3923387,19037,180058.5848,1224.481456
3923388,19037,180058.5848,1409.476632
3923414,19045,228179.2383,2039.089147
3923432,19012,31361.7849,2074.525705
3926564,19037,180058.5848,1306.452457
3926565,19037,180058.5848,1642.340804
3926592,19045,228179.2383,2019.235011
3926610,19012,31361.7849,253.8389692
3926610,19028,12318.42796,1864.543161