GRIDCODE,CVE_ENTMUN,LON_Munic,Long_celda,CARRILES
424180,19048,140507.56,1084.01,1
424180,19048,140507.56,2.63,1
424180,19048,140507.56,824.2,1
424180,19048,140507.56,10.23,1
424180,19048,140507.56,7990.04,1
424181,19048,140507.56,236.79,1
424184,19039,212564.55,6243.5,1
424185,19039,212564.55,601.57,1
424185,19039,212564.55,5382.46,1
424185,19039,212564.55,13852.79,1
424186,19039,212564.55,1863.08,1
424186,19039,212564.55,3541.48,1
424187,19039,212564.55,152.81,1
424187,19046,53512.71,8965.63,1
424188,19046,53512.71,1542.08,1
424188,19046,53512.71,5289.01,1
424189,19026,122705.21,215.59,1
424189,19046,53512.71,2564.36,1
424189,19046,53512.71,35.37,1
424189,19046,53512.71,373.61,1
424189,19046,53512.71,22.56,1
424190,19006,251903,2678.27,1
424190,19046,53512.71,9954.2,1
424191,19006,251903,6524.12,1
424192,19041,141304,1522.8,1
424193,19006,251903,1844.36,1
424193,19006,251903,2658.33,1
424193,19041,141304,1057.97,1
424193,19041,141304,3800.99,1
424193,19041,141304,4733,1
424193,19041,141304,6199.47,1
424194,19041,141304,5069.88,1
424199,19041,141304,1565.69,1
424199,19041,141304,190.69,1
424199,19041,141304,609.4,1
424200,19041,141304,3785.68,1
424203,19041,141304,154.39,1
424203,19041,141304,6241.7,1
424203,19041,141304,46.07,1
424204,19041,141304,3423.2,1
424206,19042,336002,2256.26,1
424207,19042,336002,7030.64,1
424208,19042,336002,6350.66,1
424209,19042,336002,6071.72,1
425219,5027,641071.27,6002.91,1
425232,19018,421468.41,7279.77,1
425237,19018,421468.41,1767.66,1
425238,19018,421468.41,1431.67,1
425238,19018,421468.41,635.75,1
425238,19018,421468.41,52.37,1
425238,19018,421468.41,6491.29,1
425238,19018,421468.41,778.91,1
425238,19018,421468.41,124.27,1
425239,19018,421468.41,5544.53,1
425239,19018,421468.41,907.91,1
425239,19018,421468.41,17248.63,1
425239,19048,140507.56,2116.49,1
425239,19048,140507.56,47.86,1
425240,19018,421468.41,1858.43,1
425240,19018,421468.41,461.23,1
425242,19039,212564.55,8043.06,1
425243,19039,212564.55,605.46,1
425243,19039,212564.55,11044.98,1
425244,19039,212564.55,6505.9,1
425245,19021,206759.75,662.34,1
425245,19046,53512.71,1185.27,1
425246,19021,206759.75,739.34,1
425246,19021,206759.75,1488.86,1
425246,19046,53512.71,1201.04,1
425246,19046,53512.71,4859.07,1
425246,19046,53512.71,2212.38,1
425246,19046,53512.71,4522.53,1
425246,19046,53512.71,5487.14,1
425248,19006,251903,3128.38,1
425248,19006,251903,4616.36,1
425248,19046,53512.71,1718.82,1
425248,19046,53512.71,225.87,1
425248,19046,53512.71,514.55,1
425248,19046,53512.71,1066.21,1
425249,19006,251903,4524.39,1
425249,19006,251903,9166.47,1
425249,19006,251903,4078.47,1
425250,19006,251903,6715.68,1
425251,19006,251903,11977.59,1
425251,19041,141304,2623.3,1
425253,19041,141304,3569.26,1
425254,19041,141304,1072.16,1
425254,19041,141304,3677.79,1
425256,19041,141304,3296.12,1
425257,19041,141304,6272.52,1
425258,19041,141304,6242.58,1
425259,19041,141304,2834.78,1
425259,19041,141304,5064.45,1
425259,19041,141304,986.08,1
425260,19041,141304,6132.79,1
425261,19016,111096,5281.2,1
425261,19041,141304,6084.4,1
425261,19041,141304,885.83,1
425262,19041,141304,859.03,1
425262,19041,141304,1145.09,1
425268,19042,336002,3157.45,1
426278,5027,641071.27,1383.85,1
426278,5027,641071.27,4760.13,1
426278,5027,641071.27,180.01,1
426278,5027,641071.27,180.01,1
426291,19018,421468.41,1976.74,1
426292,19018,421468.41,1454.86,1
426292,19018,421468.41,6481.18,1
426293,19018,421468.41,182.28,1
426293,19018,421468.41,810.4,1
426295,19018,421468.41,3069.3,1
426296,19018,421468.41,5537.63,1
426297,19018,421468.41,2294.9,1
426297,19018,421468.41,155.81,1
426297,19018,421468.41,145.11,1
426298,19018,421468.41,179.2,1
426298,19018,421468.41,6013.65,1
426298,19018,421468.41,4962.3,1
426299,19018,421468.41,4599.6,1
426299,19018,421468.41,122.81,1
426299,19018,421468.41,192.11,1
426299,19018,421468.41,4205.69,1
426299,19018,421468.41,9459.48,1
426299,19018,421468.41,6762.94,1
426299,19018,421468.41,3472.69,1
426300,19018,421468.41,1586.24,1
426300,19018,421468.41,5192.11,1
426300,19018,421468.41,9268.49,1
426300,19018,421468.41,3081.98,1
426300,19018,421468.41,1003.7,1
426301,19018,421468.41,1688.91,1
426301,19018,421468.41,3175.6,1
426301,19039,212564.55,2870.81,1
426302,19039,212564.55,6696.86,1
426304,19021,206759.75,5585.13,1
426304,19021,206759.75,1125.94,1
426304,19021,206759.75,1932.72,1
426304,19021,206759.75,860.31,1
426305,19021,206759.75,963.23,1
426305,19021,206759.75,15.27,1
426305,19021,206759.75,11775.34,1
426305,19046,53512.71,260.3,1
426307,19006,251903,6270.34,1
426308,19006,251903,3109.33,1
426308,19006,251903,2717.81,1
426308,19006,251903,2975.44,1
426309,19006,251903,858.3,1
426309,19006,251903,2687.55,1
426309,19006,251903,2560.36,1
426309,19006,251903,520.46,1
426309,19006,251903,8088.89,1
426309,19006,251903,2312.26,1
426309,19006,251903,416.09,1
426309,19006,251903,115.04,1
426309,19006,251903,220.45,1
426309,19006,251903,3063.72,1
426309,19006,251903,1212.67,1
426309,19006,251903,3239.98,1
426309,19006,251903,1129,1
426309,19006,251903,3408.35,1
426309,19006,251903,1937.12,1
426310,19006,251903,1329.11,1
426310,19006,251903,7285.16,1
426310,19006,251903,3060.66,1
426310,19006,251903,546.14,1
426310,19006,251903,2031.79,1
426310,19006,251903,2830.34,1
426311,19006,251903,3135.32,1
426312,19041,141304,1186.05,1
426313,19041,141304,5440.57,1
426313,19041,141304,3630.78,1
426313,19041,141304,3072.79,1
426314,19041,141304,7006.63,1
426315,19041,141304,3217.12,1
426320,19016,111096,7329.48,1
426327,19042,336002,1254.45,1
427337,5027,641071.27,2100.52,1
427352,19018,421468.41,5303.29,1
427352,19018,421468.41,118.45,1
427353,19018,421468.41,1998.66,1
427353,19018,421468.41,7671.8,1
427354,19018,421468.41,4646.09,1
427354,19018,421468.41,4576.69,1
427354,19018,421468.41,2625.62,1
427354,19018,421468.41,2884.07,1
427354,19018,421468.41,1977.87,1
427354,19018,421468.41,1790.85,1
427355,19018,421468.41,364.55,1
427355,19018,421468.41,6349.28,1
427355,19018,421468.41,5377.26,1
427356,19018,421468.41,1697.96,1
427356,19018,421468.41,2248.62,1
427356,19018,421468.41,1683.57,1
427356,19018,421468.41,234.07,1
427356,19018,421468.41,235.31,1
427356,19018,421468.41,114.86,1
427356,19018,421468.41,5354.28,1
427357,19018,421468.41,1230.36,1
427358,19018,421468.41,6150.41,1
427359,19018,421468.41,5437.14,1
427359,19018,421468.41,418.54,1
427359,19018,421468.41,8248.4,1
427359,19018,421468.41,2288.59,1
427359,19018,421468.41,3803.12,1
427360,19018,421468.41,623.22,1
427360,19018,421468.41,492.68,1
427360,19018,421468.41,554.05,1
427360,19021,206759.75,5270.7,1
427360,19021,206759.75,323.6,1
427360,19021,206759.75,11748.2,1
427360,19021,206759.75,5561.57,1
427361,19021,206759.75,1532.98,1
427361,19021,206759.75,4570,1
427361,19021,206759.75,962.74,1
427361,19021,206759.75,3739.4,1
427361,19021,206759.75,852.58,1
427361,19021,206759.75,131.47,1
427361,19021,206759.75,765.48,1
427361,19021,206759.75,1087.83,1
427361,19021,206759.75,7482.39,1
427361,19021,206759.75,3272.95,1
427361,19021,206759.75,1024,1
427361,19021,206759.75,3312.84,1
427361,19021,206759.75,807.8,1
427361,19021,206759.75,316.79,1
427361,19021,206759.75,1791.39,1
427361,19039,212564.55,257.97,1
427362,19021,206759.75,4357.08,1
427362,19021,206759.75,1743.08,1
427362,19021,206759.75,4208.09,1
427362,19021,206759.75,3793.31,1
427363,19021,206759.75,415.91,1
427363,19021,206759.75,2915.8,1
427363,19021,206759.75,1336.11,1
427363,19021,206759.75,1938.51,1
427363,19021,206759.75,1556.87,1
427364,19021,206759.75,452.36,1
427364,19021,206759.75,322.48,1
427364,19021,206759.75,3209.8,1
427364,19021,206759.75,3122.58,1
427364,19021,206759.75,2896.65,1
427364,19021,206759.75,8187.59,1
427366,19006,251903,6046.64,1
427366,19006,251903,137.01,1
427367,19006,251903,7160.55,1
427367,19006,251903,3408.61,1
427368,19006,251903,11290.29,1
427369,19006,251903,1399.24,1
427369,19006,251903,6771.31,1
427370,19006,251903,4947.24,1
427370,19041,141304,1457.57,1
427370,19041,141304,886.14,1
427370,19041,141304,293.36,1
427371,19041,141304,6505.19,1
427371,19041,141304,5259.63,1
427372,19034,55304.71,1200.72,1
427372,19041,141304,584.83,1
427378,19016,111096,7658.4,1
427379,19016,111096,920.9,1
427386,19042,336002,6188.04,1
428410,19018,421468.41,15.23,1
428411,19018,421468.41,7625.07,1
428412,19018,421468.41,1890.45,1
428412,19018,421468.41,2574.22,1
428414,19018,421468.41,604.36,1
428414,19018,421468.41,197.7,1
428414,19018,421468.41,5481.73,1
428414,19018,421468.41,1377.6,1
428414,19018,421468.41,307.28,1
428415,19018,421468.41,1326.27,1
428415,19018,421468.41,4397.78,1
428415,19018,421468.41,1313.75,1
428419,19021,206759.75,7190.58,1
428420,19010,47512.44,199.4,1
428420,19021,206759.75,402.73,1
428420,19021,206759.75,5815.3,1
428421,19021,206759.75,12044.95,1
428421,19021,206759.75,185.29,1
428422,19010,47512.44,72.63,1
428422,19021,206759.75,2768.46,1
428422,19021,206759.75,4062.56,1
428422,19021,206759.75,360.73,1
428422,19021,206759.75,11877.97,1
428422,19021,206759.75,507.51,1
428423,19021,206759.75,1635.49,1
428423,19021,206759.75,507.93,1
428423,19021,206759.75,438.63,1
428423,19021,206759.75,1241.73,1
428423,19021,206759.75,552.98,1
428423,19021,206759.75,1054.94,1
428423,19021,206759.75,586.93,1
428423,19021,206759.75,3434.47,1
428423,19021,206759.75,934.68,1
428423,19021,206759.75,1928.78,1
428423,19021,206759.75,4600.48,1
428423,19021,206759.75,557.45,1
428423,19021,206759.75,6991.67,1
428424,19006,251903,1717.35,1
428424,19006,251903,1849.29,1
428424,19006,251903,5390.32,1
428424,19006,251903,1594.24,1
428424,19006,251903,7654.35,1
428424,19006,251903,819.86,1
428424,19021,206759.75,2505.85,1
428424,19021,206759.75,3737.99,1
428425,19006,251903,5667.74,1
428425,19006,251903,1677.79,1
428425,19006,251903,807.59,1
428425,19006,251903,975.44,1
428425,19006,251903,12247.12,1
428426,19006,251903,13498.29,1
428428,19006,251903,6220.66,1
428428,19025,58221.84,193.87,1
428431,19034,55304.71,6834.32,1
428432,19034,55304.71,1029.21,1
428435,19016,111096,2499.66,1
428436,19016,111096,7155.11,1
428437,19016,111096,1062.8,1
428444,19042,336002,1529.99,1
428445,19042,336002,8943.53,1
429469,19018,421468.41,6279.27,1
429474,19018,421468.41,6423.95,1
429476,19018,421468.41,2099.07,1
429477,19018,421468.41,1099.97,1
429477,19021,206759.75,5796.65,1
429478,19021,206759.75,4877.62,1
429479,19010,47512.44,2873.8,1
429480,19010,47512.44,385.23,1
429481,19010,47512.44,6595.36,1
429483,19006,251903,2724.95,1
429484,19006,251903,2318.81,1
429484,19006,251903,5628.59,1
429484,19006,251903,2066.7,1
429484,19025,58221.84,6150.94,1
429484,19025,58221.84,619.48,1
429487,19025,58221.84,3044.3,1
429488,19025,58221.84,3285.3,1
429489,19034,55304.71,348.27,1
429491,19034,55304.71,3208.32,1
429491,19034,55304.71,3427.72,1
429491,19034,55304.71,7132.83,1
429492,19034,55304.71,6361.07,1
429493,19016,111096,5332.26,1
429493,19034,55304.71,1038.04,1
429494,19016,111096,1664.36,1
429494,19016,111096,6687.56,1
429494,19016,111096,5009.36,1
429495,19016,111096,605.15,1
429503,19042,336002,7755.13,1
430521,5027,641071.27,4809.4,1
430522,5027,641071.27,7525.52,1
430528,19018,421468.41,6209.27,1
430533,19018,421468.41,929.6,1
430539,19010,47512.44,5747.27,1
430539,19010,47512.44,1248.5,1
430539,19010,47512.44,1061.39,1
430542,19006,251903,917.22,1
430542,19045,228179.24,5483.22,1
430543,19025,58221.84,1313.98,1
430543,19025,58221.84,4489.94,1
430544,19025,58221.84,3482.9,1
430546,19025,58221.84,3954.18,1
430547,19025,58221.84,6094.8,1
430547,19025,58221.84,4118.86,1
430547,19025,58221.84,3423.45,1
430548,19025,58221.84,4672.48,1
430548,19034,55304.71,1738.2,1
430549,19034,55304.71,6048.55,1
430550,19034,55304.71,1907.28,1
430550,19034,55304.71,5947.1,1
430550,19034,55304.71,3278.67,1
430551,19034,55304.71,1149.86,1
430554,19016,111096,8976.12,1
430555,19016,111096,6255.84,1
430556,19016,111096,6351.79,1
430557,19016,111096,6423.49,1
430558,19016,111096,891.34,1
430561,19016,111096,1001.19,1
430561,19042,336002,6717.25,1
430562,19042,336002,637.35,1
431573,5027,641071.27,8828.37,1
431574,5027,641071.27,6069.24,1
431575,5027,641071.27,2924.02,1
431580,5027,641071.27,7753.82,1
431581,5027,641071.27,1145.09,1
431582,5027,641071.27,5643.2,1
431582,19018,421468.41,979.85,1
431583,19018,421468.41,7679.62,1
431584,19018,421468.41,5943.97,1
431586,19018,421468.41,3310.92,1
431586,19018,421468.41,5402.45,1
431587,19018,421468.41,1259.22,1
431587,19018,421468.41,4098.32,1
431587,19018,421468.41,5237.59,1
431588,19018,421468.41,2339.7,1
431597,19001,19445.67,1946.68,1
431597,19010,47512.44,3586.63,1
431598,19010,47512.44,333.93,1
431598,19010,47512.44,3700.94,1
431598,19010,47512.44,869.6,1
431598,19010,47512.44,6444.11,1
431601,19045,228179.24,6427.08,1
431603,19012,31361.78,31.61,1
431603,19012,31361.78,3067.91,1
431603,19012,31361.78,1475.81,1
431603,19025,58221.84,3960.39,1
431603,19025,58221.84,744.25,1
431604,19025,58221.84,6316.63,1
431605,19025,58221.84,2356.1,1
431610,19028,12318.43,1851.03,1
431610,19034,55304.71,4654.56,1
431617,19016,111096,5322.7,1
431618,19016,111096,7025.95,1
431619,19016,111096,3514.27,1
431619,19016,111096,4776.44,1
431619,19042,336002,498.88,1
431620,19016,111096,1074.1,1
431620,19042,336002,183.5,1
432634,5027,641071.27,1904.2,1
432634,5027,641071.27,1361.15,1
432635,5027,641071.27,6112.45,1
432636,5027,641071.27,6078.02,1
432637,5027,641071.27,148.61,1
432637,5027,641071.27,5941.34,1
432638,5027,641071.27,571.08,1
432638,5027,641071.27,305.64,1
432638,5027,641071.27,5679.52,1
432639,5027,641071.27,671.42,1
432643,19018,421468.41,1107.97,1
432644,19018,421468.41,6137.57,1
432645,19018,421468.41,1096.05,1
432647,19018,421468.41,4905.76,1
432648,19018,421468.41,6561.44,1
432648,19037,180058.58,990.12,1
432654,19047,17188.19,117.83,1
432655,19001,19445.67,872.57,1
432655,19001,19445.67,1833.04,1
432655,19001,19445.67,4502.94,1
432655,19001,19445.67,2261.07,1
432655,19001,19445.67,1044.71,1
432655,19047,17188.19,673.74,1
432656,19001,19445.67,1530.46,1
432656,19001,19445.67,496.3,1
432656,19001,19445.67,3339,1
432656,19010,47512.44,2556.69,1
432657,19010,47512.44,868.49,1
432657,19010,47512.44,1580.07,1
432657,19010,47512.44,5508.16,1
432658,19010,47512.44,3880.22,1
432658,19045,228179.24,2988.64,1
432659,19045,228179.24,2751.72,1
432659,19045,228179.24,3415.91,1
432660,19045,228179.24,1275.63,1
432662,19012,31361.78,873.42,1
432663,19012,31361.78,6842.89,1
432668,19028,12318.43,3600.48,1
432669,19028,12318.43,3253.61,1
432678,19016,111096,1187.3,1
432678,19016,111096,5284.22,1
432678,19016,111096,1382.73,1
432679,19011,102878.94,87.15,1
432679,19016,111096,422.3,1
433707,19037,180058.58,1912.61,1
433708,19037,180058.58,547.43,1
433708,19037,180058.58,2790.37,1
433708,19037,180058.58,185.54,1
433709,19037,180058.58,2469.48,1
433713,19047,17188.19,5256.42,1
433713,19047,17188.19,2626.94,1
433713,19047,17188.19,1360.11,1
433714,19001,19445.67,1618.9,1
433717,19045,228179.24,154.07,1
433718,19045,228179.24,2784.64,1
433718,19045,228179.24,4715.9,1
433718,19045,228179.24,1769.55,1
433722,19012,31361.78,2533.32,1
433723,19012,31361.78,5070.83,1
433727,19028,12318.43,1441.06,1
433738,19011,102878.94,6961.66,1
434768,19037,180058.58,1083.21,1
434768,19037,180058.58,1190.66,1
434768,19037,180058.58,3068.87,1
434769,19037,180058.58,6207,1
434770,19037,180058.58,6004.2,1
434771,19037,180058.58,500.26,1
434771,19047,17188.19,6274.18,1
434772,19047,17188.19,878.97,1
434777,19045,228179.24,6245.65,1
434782,19012,31361.78,5510.37,1
434783,19012,31361.78,1565.44,1
434797,19011,102878.94,4364.8,1
434798,19011,102878.94,2593.18,1
435826,19037,180058.58,1306.45,1
435827,19037,180058.58,6883.2,1
435836,19045,228179.24,6150.36,1
435842,19012,31361.78,4390.18,1
435842,19028,12318.43,1864.54,1
435857,19011,102878.94,6947.06,1
436884,19037,180058.58,2180.8,1
436885,19037,180058.58,6799.03,1
436894,19045,228179.24,4671.28,1
436895,19045,228179.24,1559.86,1
436900,19045,228179.24,3188.65,1
436900,19045,228179.24,53.39,1
436901,19028,12318.43,307.71,1
436901,19045,228179.24,3028.96,1
436916,19011,102878.94,2413.68,1
436917,19011,102878.94,4580.7,1
437942,19037,180058.58,2284.61,1
437943,19037,180058.58,5868.94,1
437953,19045,228179.24,6284.18,1
437959,19045,228179.24,6077.33,1
437976,19011,102878.94,7075.36,1
437976,19011,102878.94,808.53,1
439001,19037,180058.58,6312.19,1
439012,19045,228179.24,6284.54,1
439018,19045,228179.24,2465.29,1
439019,19045,228179.24,3613.75,1
439035,19011,102878.94,83.91,1
439035,19011,102878.94,1326.7,1
439035,19011,102878.94,6110.57,1
439035,19011,102878.94,154.51,1
440046,5027,641071.27,148.82,1
440060,19037,180058.58,6303.25,1
440070,19045,228179.24,3206.06,1
440071,19045,228179.24,3065.87,1
440078,19045,228179.24,6066.25,1
440094,19011,102878.94,6057.36,1
441105,5027,641071.27,480.97,1
441118,19037,180058.58,1143.93,1
441119,19037,180058.58,5024.98,1
441129,19045,228179.24,2320.47,1
441129,19045,228179.24,3933.6,1
441129,19045,228179.24,4612.08,1
441137,19045,228179.24,6073.81,1
441152,19011,102878.94,3241.09,1
441153,19011,102878.94,5274.14,1
442177,19037,180058.58,6108.09,1
442188,19045,228179.24,5321.61,1
442188,19045,228179.24,1261.56,1
442196,19045,228179.24,2102.6,1
442196,19045,228179.24,5781.42,1
442211,19011,102878.94,6792,1
443236,19037,180058.58,6108.15,1
443247,19045,228179.24,6085.02,1
443254,19045,228179.24,459.19,1
443255,19045,228179.24,2386.26,1
443255,19045,228179.24,12841.45,1
443255,19045,228179.24,2857.08,1
443269,19002,131830,1134.28,1
443269,19011,102878.94,3911.12,1
443270,19011,102878.94,1792.52,1
444294,19037,180058.58,4287.65,1
444295,19037,180058.58,6186.04,1
444305,19045,228179.24,5044.06,1
444306,19045,228179.24,1034.16,1
444314,19045,228179.24,12191.09,1
444326,19002,131830,3081.4,1
444327,19002,131830,1345.69,1
444327,19002,131830,5988.72,1
444327,19002,131830,544.96,1
444328,19002,131830,4913.03,1
444328,19002,131830,6149.66,1
444329,19002,131830,2254.68,1
445352,19037,180058.58,7070.39,1
445353,19037,180058.58,3835.55,1
445364,19045,228179.24,6186.3,1
445373,19045,228179.24,2054.18,1
445373,19045,228179.24,5915.57,1
445374,19045,228179.24,382.59,1
445374,19045,228179.24,2244.85,1
445374,19045,228179.24,4032.86,1
445384,19002,131830,5396.47,1
445385,19002,131830,3653.57,1
445388,19002,131830,4615.22,1
445389,19002,131830,5890.48,1
446409,19037,180058.58,3613.37,1
446410,19037,180058.58,7184.61,1
446411,19037,180058.58,104.77,1
446423,19045,228179.24,6150.67,1
446432,19045,228179.24,6217.84,1
446433,19045,228179.24,12310.3,1
446442,19002,131830,2855.54,1
446443,19002,131830,4913.18,1
446448,19002,131830,1449.66,1
447466,19037,180058.58,254.84,1
447467,19037,180058.58,7175.92,1
447468,19037,180058.58,3551.28,1
447482,19045,228179.24,6073.53,1
447491,19044,185530.3,3702.82,1
447491,19045,228179.24,2516.71,1
447492,19044,185530.3,11157.82,1
447492,19045,228179.24,1236.34,1
447500,19002,131830,2729.43,1
447501,19002,131830,6490.47,1
448524,19037,180058.58,4083.93,1
448525,19037,180058.58,6902.24,1
448541,19045,228179.24,4824.25,1
448541,19051,102844.47,1227.54,1
448549,19044,185530.3,746.54,1
448550,19044,185530.3,5592.44,1
448551,19044,185530.3,2122.52,1
448551,19044,185530.3,216.65,1
448551,19044,185530.3,2459.21,1
448551,19044,185530.3,9706.47,1
448552,19044,185530.3,6053.32,1
448553,19044,185530.3,6059.16,1
448554,19044,185530.3,6052.46,1
448555,19044,185530.3,6405,1
448556,19002,131830,2747.12,1
448556,19044,185530.3,3377.17,1
448557,19002,131830,6156.55,1
448558,19002,131830,6475.23,1
448559,19002,131830,3779.6,1
449581,19037,180058.58,668.66,1
449582,19037,180058.58,7181.77,1
449583,19037,180058.58,3087.64,1
449600,19051,102844.47,6036.81,1
449600,19051,102844.47,406.38,1
449608,19044,185530.3,6617.64,1
449610,19044,185530.3,150.06,1
449610,19044,185530.3,7908.44,1
449611,19044,185530.3,4192.91,1
450639,19037,180058.58,4429.59,1
450640,19037,180058.58,6513.35,1
450658,19051,102844.47,4778.61,1
450659,19051,102844.47,529.93,1
450659,19051,102844.47,1064.33,1
450659,19051,102844.47,2798.41,1
450667,19044,185530.3,6471.5,1
450670,19044,185530.3,12224.14,1
451696,19037,180058.58,1021.84,1
451697,19037,180058.58,7179.25,1
451698,19037,180058.58,2735.92,1
451717,19051,102844.47,6524.83,1
451725,19044,185530.3,4687.28,1
451726,19044,185530.3,1697.62,1
451729,19044,185530.3,13086.24,1
452754,5006,304572,1451.93,1
452754,19037,180058.58,3366.63,1
452755,19037,180058.58,6150.64,1
452775,19051,102844.47,2886.71,1
452776,19051,102844.47,3809.98,1
452784,19044,185530.3,6412.82,1
452788,19044,185530.3,10612.92,1
452789,19044,185530.3,1552.41,1
452789,19050,295230.53,825.38,1