GRIDCODE,CVENTMUN,Frur,Furb,Fpob,Prur_T,Purb_T,P_tot
6359348,02005,0.003776694,0,0.003776694,14563,,14563
6359350,02005,0.005562041,0,0.005562041,14563,,14563
6359351,02005,0.001991348,0,0.001991348,14563,,14563
6359352,02005,0.008720731,0,0.008720731,14563,,14563
6359368,02004,0.000124288,0,0.000124288,40229,,40229
6362526,02005,0.000686672,7.88384E-05,0.000176468,14563,76105,90668
6362528,02005,0.000343336,0,0.000343336,14563,,14563
6362529,02005,0.000274669,0,0.000274669,14563,,14563
6362530,02005,0.000206002,0,0.000206002,14563,,14563
6362531,02005,0.000206002,0,0.000206002,14563,,14563
6362533,02005,0.000206002,0,0.000206002,14563,,14563
6365703,02005,0,0.000985481,0.000985481,,76105,76105
6365704,02005,0,0.001419092,0.001419092,,76105,76105
6365705,02005,0.045526334,0,0.045526334,14563,,14563
6365707,02005,0.001373343,0,0.001373343,14563,,14563
6365711,02005,0.000137334,0,0.000137334,14563,,14563
6365712,02005,0.000137334,0,0.000137334,14563,,14563
6365713,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6365721,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6368881,02005,0,0.002680507,0.002680507,,76105,76105
6368882,02005,0.0046007,0.000341633,0.00102572,14563,76105,90668
6368883,02005,0.000343336,0,0.000343336,14563,,14563
6368888,02005,0.001098675,0,0.001098675,14563,,14563
6368899,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6368901,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6372059,02005,0,0.002969581,0.002969581,,76105,76105
6372062,02005,0.000343336,0,0.000343336,14563,,14563
6372063,02005,0.053766394,0,0.053766394,14563,,14563
6372065,02005,0.000549337,0,0.000549337,14563,,14563
6372077,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6372078,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6372091,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6372094,02004,9.94308E-05,0,9.94308E-05,40229,,40229
6375237,02005,0.000343336,0.001997241,0.001731592,14563,76105,90668
6375239,02005,0.000137334,0,0.000137334,14563,,14563
6375240,02005,0.000137334,0,0.000137334,14563,,14563
6375241,02005,0.005081371,0,0.005081371,14563,,14563
6375242,02005,0.002334684,0,0.002334684,14563,,14563
6375243,02005,0.001098675,0,0.001098675,14563,,14563
6375245,02005,0.001167342,0,0.001167342,14563,,14563
6375255,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6375256,02004,0.000124288,0,0.000124288,40229,,40229
6375258,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6375272,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6378414,02005,0,0.001235136,0.001235136,,76105,76105
6378415,02005,0,0.008461993,0.008461993,,76105,76105
6378416,02005,0,0.003508311,0.003508311,,76105,76105
6378417,02005,0.003227357,0.001432232,0.001720563,14563,76105,90668
6378419,02005,0.003570693,0,0.003570693,14563,,14563
6378421,02005,0.002266017,0,0.002266017,14563,,14563
6378422,02005,0.00096134,0,0.00096134,14563,,14563
6378423,02005,6.86672E-05,0,6.86672E-05,14563,,14563
6378436,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6378450,02004,9.94308E-05,0,9.94308E-05,40229,,40229
6381592,02005,0,0.011089942,0.011089942,,76105,76105
6381593,02005,0,0.035832074,0.035832074,,76105,76105
6381594,02005,0,0.027028448,0.027028448,,76105,76105
6381595,02005,0,0.008054661,0.008054661,,76105,76105
6381597,02005,0.140081027,0,0.140081027,14563,,14563
6381598,02005,0.024308178,0,0.024308178,14563,,14563
6381601,02005,0.001579345,0,0.001579345,14563,,14563
6381603,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6381604,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6381610,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6381611,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6381617,02004,9.94308E-05,0,9.94308E-05,40229,,40229
6384770,02005,0,0.022587215,0.022587215,,76105,76105
6384771,02005,0,0.040930294,0.040930294,,76105,76105
6384772,02005,0,0.028578937,0.028578937,,76105,76105
6384773,02005,0,0.007305696,0.007305696,,76105,76105
6384775,02005,0.000549337,0,0.000549337,14563,,14563
6384788,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6384797,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6384806,02004,0.000298292,0,0.000298292,40229,,40229
6387947,02005,0,0.000446751,0.000446751,,76105,76105
6387948,02005,0,0.026266343,0.026266343,,76105,76105
6387949,02005,0,0.050693121,0.050693121,,76105,76105
6387950,02005,0,0.076696669,0.076696669,,76105,76105
6387951,02005,0.001167342,0.002233756,0.00206247,14563,76105,90668
6387952,02005,0.000137334,0,0.000137334,14563,,14563
6387953,02005,0.00048067,0,0.00048067,14563,,14563
6387962,02004,9.94308E-05,0,9.94308E-05,40229,,40229
6387965,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6387974,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6387980,02004,0.000522011,0,0.000522011,40229,,40229
6387981,02004,0.000174004,0,0.000174004,40229,,40229
6387984,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6391125,02005,0,0.001760725,0.001760725,,76105,76105
6391126,02005,0,0.015189541,0.015189541,,76105,76105
6391127,02005,0,0.054372249,0.054372249,,76105,76105
6391128,02005,0,0.075737468,0.075737468,,76105,76105
6391129,02005,0,0.004979962,0.004979962,,76105,76105
6391130,02005,0.000892673,0,0.000892673,14563,,14563
6391140,02004,0.000124288,0,0.000124288,40229,,40229
6391148,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6391162,02004,0.000174004,0,0.000174004,40229,,40229
6394303,02005,0,0.004322975,0.004322975,,76105,76105
6394304,02005,0,0.00759477,0.00759477,,76105,76105
6394305,02005,0,0.049786479,0.049786479,,76105,76105
6394306,02005,0,0.058195914,0.058195914,,76105,76105
6394308,02005,0.00048067,0,0.00048067,14563,,14563
6394309,02005,0.000686672,0,0.000686672,14563,,14563
6394314,02004,0.000994308,9.49268E-05,0.000118162,40229,1516958,1557187
6394315,02004,0,0.000920263,0.000920263,,1516958,1516958
6394317,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6394318,02004,0.000298292,0,0.000298292,40229,,40229
6394335,02004,0.002361481,0,0.002361481,40229,,40229
6397480,02005,0,0.000617568,0.000617568,,76105,76105
6397481,02005,0.000618005,0.0071086,0.006066087,14563,76105,90668
6397482,02005,0,0.009197819,0.009197819,,76105,76105
6397483,02005,0,0.03705407,0.03705407,,76105,76105
6397484,02005,0,0.025228303,0.025228303,,76105,76105
6397487,02005,0.010368743,0,0.010368743,14563,,14563
6397488,02005,0.000137334,0,0.000137334,14563,,14563
6397492,02004,2.48577E-05,1.8458E-05,1.86233E-05,40229,1516958,1557187
6397493,02004,0,0.001032988,0.001032988,,1516958,1516958
6397494,02004,0,0.001085066,0.001085066,,1516958,1516958
6397495,02004,0.000298292,0,0.000298292,40229,,40229
6397496,02004,0.000298292,0,0.000298292,40229,,40229
6397508,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6397518,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6400658,02005,0,0.000249655,0.000249655,,76105,76105
6400659,02005,0.000206002,2.62795E-05,5.51462E-05,14563,76105,90668
6400660,02005,0,0.004993102,0.004993102,,76105,76105
6400661,02005,0,0.019394258,0.019394258,,76105,76105
6400662,02005,0,0.020235201,0.020235201,,76105,76105
6400663,02005,0,0.004979962,0.004979962,,76105,76105
6400664,02005,0.093456019,0,0.093456019,14563,,14563
6400665,02005,0.075808556,0,0.075808556,14563,,14563
6400669,02004,0,0.001572225,0.001572225,,1516958,1516958
6400670,02004,0,0.003153021,0.003153021,,1516958,1516958
6400671,02004,0.000596585,1.77988E-05,3.27514E-05,40229,1516958,1557187
6400672,02004,0,0.007037769,0.007037769,,1516958,1516958
6400673,02004,0.000621442,0.001016508,0.001006302,40229,1516958,1557187
6400674,02004,0.054413483,0,0.054413483,40229,,40229
6400680,02004,0.000696015,0,0.000696015,40229,,40229
6400681,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6400684,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6403837,02005,0.010094074,0,0.010094074,14563,,14563
6403838,02005,0.000274669,0.008028382,0.006782988,14563,76105,90668
6403839,02005,0,0.023152224,0.023152224,,76105,76105
6403840,02005,0,0.017370738,0.017370738,,76105,76105
6403841,02005,0,0.028132186,0.028132186,,76105,76105
6403842,02005,0,0.028276723,0.028276723,,76105,76105
6403843,02005,0.032822907,0.013849287,0.01689681,14563,76105,90668
6403847,02004,0.015784633,0.000305216,0.000705118,40229,1516958,1557187
6403848,02004,0.010390514,0.004046915,0.004210798,40229,1516958,1557187
6403849,02004,0.001441746,0.000152938,0.000186233,40229,1516958,1557187
6403850,02004,0.000919735,0.000683605,0.000689705,40229,1516958,1557187
6403851,02004,0,0.000371138,0.000371138,,1516958,1516958
6403852,02004,0.000298292,0,0.000298292,40229,,40229
6403853,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6403856,02004,0.014790325,0,0.014790325,40229,,40229
6403857,02004,0.000248577,0,0.000248577,40229,,40229
6403858,02004,0.001367173,0,0.001367173,40229,,40229
6403859,02004,0.000497154,0,0.000497154,40229,,40229
6403868,02004,0.00226205,0,0.00226205,40229,,40229
6407014,02004,0.007606453,0,0.007606453,40229,,40229
6407014,02005,0.002815354,0,0.002815354,14563,,14563
6407015,02005,0.001922681,0,0.001922681,14563,,14563
6407016,02005,0.000206002,0.001892123,0.0016213,14563,76105,90668
6407017,02005,0,0.021614874,0.021614874,,76105,76105
6407018,02005,0,0.005163918,0.005163918,,76105,76105
6407019,02004,0.000149146,0,3.8531E-06,40229,1516958,1557187
6407019,02005,0,0.006727547,0.006727547,,76105,76105
6407020,02004,0.039548584,0,0.039548584,40229,,40229
6407020,02005,0,0.009000723,0.009000723,,76105,76105
6407021,02004,0.001988615,0,0.001988615,40229,,40229
6407021,02005,0,6.56987E-05,6.56987E-05,,76105,76105
6407022,02004,0.022173059,0,0.022173059,40229,,40229
6407024,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6407025,02004,0,0.003064686,0.003064686,,1516958,1516958
6407026,02004,0,0.006379214,0.006379214,,1516958,1516958
6407027,02004,0,0.002340869,0.002340869,,1516958,1516958
6407028,02004,0.043774392,0.000782487,0.001893157,40229,1516958,1557187
6407029,02004,0,6.59214E-07,6.59214E-07,,1516958,1516958
6407030,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6407031,02004,0.000522011,0,0.000522011,40229,,40229
6407033,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6407034,02004,0.002560342,0,0.002560342,40229,,40229
6407035,02004,0.000447438,0,0.000447438,40229,,40229
6407036,02004,0.000397723,0,0.000397723,40229,,40229
6407037,02004,0.002013473,0,0.002013473,40229,,40229
6410192,02004,0.012727137,0,0.012727137,40229,,40229
6410193,02004,0.000298292,0,0.000298292,40229,,40229
6410194,02004,0.000919735,0,0.000919735,40229,,40229
6410195,02004,0.03109697,0,0.03109697,40229,,40229
6410195,02005,0,0.007410814,0.007410814,,76105,76105
6410196,02004,0.00720873,0,0.00720873,40229,,40229
6410196,02005,0,0.000735826,0.000735826,,76105,76105
6410197,02004,0.007606453,1.45027E-05,0.000210636,40229,1516958,1557187
6410198,02004,0.001839469,0.000357294,0.000395585,40229,1516958,1557187
6410199,02004,9.94308E-05,5.73516E-05,5.84387E-05,40229,1516958,1557187
6410200,02004,0,0.000686242,0.000686242,,1516958,1516958
6410201,02004,0,0.000404098,0.000404098,,1516958,1516958
6410202,02004,0.01700266,0.00031049,0.000741722,40229,1516958,1557187
6410203,02004,0.004673246,6.59214E-06,0.000127152,40229,1516958,1557187
6410204,02004,0.002013473,0.002411405,0.002401125,40229,1516958,1557187
6410205,02004,0,0.001394897,0.001394897,,1516958,1516958
6410206,02004,0.007507022,0.000160848,0.000350632,40229,1516958,1557187
6410207,02004,0.002808919,0,0.002808919,40229,,40229
6410209,02004,9.94308E-05,0,9.94308E-05,40229,,40229
6410211,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6410212,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6410213,02004,0.004250665,0,0.004250665,40229,,40229
6410214,02004,0.001814611,0,0.001814611,40229,,40229
6410215,02004,0.000348008,0,0.000348008,40229,,40229
6410218,02004,0.001764896,0,0.001764896,40229,,40229
6410224,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6413370,02004,0.02582714,0,0.02582714,40229,,40229
6413371,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6413372,02004,0.000124288,0.000177329,0.000175958,40229,1516958,1557187
6413373,02004,0.000174004,0.000332903,0.000328798,40229,1516958,1557187
6413374,02004,0.000348008,0.000657236,0.000649248,40229,1516958,1557187
6413375,02004,0.054786348,0.001239982,0.00262332,40229,1516958,1557187
6413376,02004,0,0.006052903,0.006052903,,1516958,1516958
6413377,02004,0,0.001720549,0.001720549,,1516958,1516958
6413378,02004,0,0.001414673,0.001414673,,1516958,1516958
6413379,02004,0,0.001718571,0.001718571,,1516958,1516958
6413380,02004,0,0.00086423,0.00086423,,1516958,1516958
6413381,02004,0.013298864,0.000482545,0.000813647,40229,1516958,1557187
6413382,02004,0,0.000764029,0.000764029,,1516958,1516958
6413383,02004,0.000671158,1.97764E-06,1.92655E-05,40229,1516958,1557187
6413384,02004,0.001740038,0,0.001740038,40229,,40229
6413385,02004,0.000770588,0.001049469,0.001042264,40229,1516958,1557187
6413386,02004,0,0.002827369,0.002827369,,1516958,1516958
6413387,02004,0,0.000949927,0.000949927,,1516958,1516958
6413388,02004,0.000422581,0.0002182,0.00022348,40229,1516958,1557187
6413389,02004,0,0,0,,1516958,1516958
6413390,02004,0,3.29607E-06,3.29607E-06,,1516958,1516958
6413391,02004,0.001218027,9.49268E-05,0.000123941,40229,1516958,1557187
6413392,02004,0,0,0,,1516958,1516958
6413393,02004,0,0.000101519,0.000101519,,1516958,1516958
6413394,02004,0.000248577,0.001634192,0.001598395,40229,1516958,1557187
6413395,02004,0.000795446,0.000454198,0.000463014,40229,1516958,1557187
6413396,02004,0.000596585,0.000392232,0.000397512,40229,1516958,1557187
6413397,02004,0.000273435,0,0.000273435,40229,,40229
6413401,02004,0.001342315,0,0.001342315,40229,,40229
6413402,02004,0.001168311,0,0.001168311,40229,,40229
6413403,02004,0.000820304,0,0.000820304,40229,,40229
6413404,02004,0.001342315,0,0.001342315,40229,,40229
6416549,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6416550,02004,0.000397723,0.00013448,0.00014128,40229,1516958,1557187
6416551,02004,7.45731E-05,0.002452276,0.00239085,40229,1516958,1557187
6416552,02004,0.003156927,0.001863598,0.00189701,40229,1516958,1557187
6416553,02004,0,0.006240779,0.006240779,,1516958,1516958
6416554,02004,0,0.004479359,0.004479359,,1516958,1516958
6416555,02004,0.008103607,0.000718543,0.000909332,40229,1516958,1557187
6416556,02004,0,0.001261076,0.001261076,,1516958,1516958
6416557,02004,0,0.002505673,0.002505673,,1516958,1516958
6416558,02004,0,0.003938145,0.003938145,,1516958,1516958
6416559,02004,0,0.001218887,0.001218887,,1516958,1516958
6416560,02004,0,0.002682342,0.002682342,,1516958,1516958
6416561,02004,0,0.001927542,0.001927542,,1516958,1516958
6416562,02004,0,0.002022469,0.002022469,,1516958,1516958
6416563,02004,0.001218027,0.002033016,0.002011961,40229,1516958,1557187
6416564,02004,0,0.005310628,0.005310628,,1516958,1516958
6416565,02004,0,0.002534019,0.002534019,,1516958,1516958
6416566,02004,0,0.000495729,0.000495729,,1516958,1516958
6416567,02004,0,0.001217568,0.001217568,,1516958,1516958
6416568,02004,0,0.003604582,0.003604582,,1516958,1516958
6416569,02004,0,0.005654738,0.005654738,,1516958,1516958
6416570,02004,0,0.005086495,0.005086495,,1516958,1516958
6416571,02004,0,0.001725163,0.001725163,,1516958,1516958
6416572,02004,0,0.003673141,0.003673141,,1516958,1516958
6416573,02004,0,0.006964596,0.006964596,,1516958,1516958
6416574,02004,0.000621442,0.004664598,0.004560146,40229,1516958,1557187
6416575,02004,0.018692983,0.000831928,0.001293358,40229,1516958,1557187
6416576,02004,0.002858634,0.000210289,0.000278708,40229,1516958,1557187
6416577,02004,0.001963757,0,0.001963757,40229,,40229
6416578,02004,0.038032265,0,0.038032265,40229,,40229
6416579,02004,0.001068881,0,0.001068881,40229,,40229
6416580,02004,0.007084442,0,0.007084442,40229,,40229
6416581,02004,0.003678938,0,0.003678938,40229,,40229
6416582,02004,0.001044023,0,0.001044023,40229,,40229
6416583,02004,0.002634915,0,0.002634915,40229,,40229
6416585,02004,0.000720873,0,0.000720873,40229,,40229
6416586,02004,7.45731E-05,0,7.45731E-05,40229,,40229
6419725,02004,0.000273435,0,0.000273435,40229,,40229
6419726,02004,0.009868503,0,0.009868503,40229,,40229
6419727,02004,0.00032315,0,0.00032315,40229,,40229
6419729,02004,0.016132641,0,0.016132641,40229,,40229
6419731,02004,0.000273435,0.001253825,0.001228497,40229,1516958,1557187
6419732,02004,0.000223719,0,0.000223719,40229,,40229
6419733,02004,0,0.000265663,0.000265663,,1516958,1516958
6419734,02004,0,0.000271596,0.000271596,,1516958,1516958
6419735,02004,0.000198862,0.002181339,0.002130123,40229,1516958,1557187
6419736,02004,0,0.001622985,0.001622985,,1516958,1516958
6419737,02004,0,0.00187019,0.00187019,,1516958,1516958
6419738,02004,0,0.007543386,0.007543386,,1516958,1516958
6419739,02004,0,0.005038373,0.005038373,,1516958,1516958
6419740,02004,0,0.004601973,0.004601973,,1516958,1516958
6419741,02004,0,0.00468042,0.00468042,,1516958,1516958
6419742,02004,0,0.003189277,0.003189277,,1516958,1516958
6419743,02004,0,0.0026507,0.0026507,,1516958,1516958
6419744,02004,0,0.003329031,0.003329031,,1516958,1516958
6419745,02004,0,0.00277661,0.00277661,,1516958,1516958
6419746,02004,0,0.005216361,0.005216361,,1516958,1516958
6419747,02004,0,0.006145852,0.006145852,,1516958,1516958
6419748,02004,0,0.007425387,0.007425387,,1516958,1516958
6419749,02004,0,0.006683112,0.006683112,,1516958,1516958
6419750,02004,0.000248577,0.006375259,0.00621698,40229,1516958,1557187
6419751,02004,0.000223719,0.002562365,0.002501947,40229,1516958,1557187
6419752,02004,0,0.003247288,0.003247288,,1516958,1516958
6419753,02004,0,0.003765431,0.003765431,,1516958,1516958
6419754,02004,0,0.001230093,0.001230093,,1516958,1516958
6419755,02004,0.050709687,0,0.050709687,40229,,40229
6419756,02004,0.005220115,0,0.005220115,40229,,40229
6419757,02004,0.007904745,0,0.007904745,40229,,40229
6419758,02004,0.000149146,0,0.000149146,40229,,40229
6419759,02004,4.97154E-05,0,4.97154E-05,40229,,40229
6419760,02004,0.000795446,0,0.000795446,40229,,40229
6419761,02004,0.000497154,0,0.000497154,40229,,40229
6419763,02004,2.48577E-05,0,2.48577E-05,40229,,40229
6422903,02004,0.001590892,0,0.001590892,40229,,40229
6422904,02004,9.94308E-05,0,9.94308E-05,40229,,40229
6422907,02004,0.012180268,0,0.012180268,40229,,40229
6422908,02004,0.000497154,0,0.000497154,40229,,40229
6422909,02004,0.022670213,0,0.022670213,40229,,40229
6422910,02004,0.028462055,0,0.028462055,40229,,40229
